premise,label,hypothesis
"award winner kathleen t. zellner of naperville, ill.'s zellner and; associates secured the release of three men sentenced to life for the 1986 rape of a chicago medical student.",1,let me know if you'd like to see more examples!
"yes, i think that would be decidedly better.",1,it would be a more desirable outcome.
"culterlann na hireann holds a ceile (an evening of traditional song and dance), on friday nights in monkstown.",0,the tradition of song and dance is observed at culterlann na hireann every friday evening in monkstown.
"after the break-up of the mauryan empire, new invaders appeared on the northwest frontier.",2,let me know if you'd like more examples!
"this area is not just for pilgrims, however; it is also for those in search of the great outdoors, whether for sports activities or simply hiking.",2,only pilgrims are welcome in this area.
"to meet the family's extravagant debts, ground-floor rooms were turned into boutiques and cafe that attracted fashionable society, together with some shady hangers-on and intellectuals.",0,the revamped ground-floor space drew the type of customers the family hoped to attract.
"lsc has contracted with an independent research firm to develop and implement a pilot project at six lsc grantees that will gather the necessary information needed to create a reporting system that captures all the work of lsc grantees, not simply the traditional closed cases.",2,let me know if you'd like me to generate more examples!
"lesvos, chios, and samos still have many vestiges of the traditional rural lifestyle that made them rich and coveted during previous centuries.",1,"the traditional ways of life on lesvos, chios, and samos are partially preserved."
"culterlann na hireann holds a ceile (an evening of traditional song and dance), on friday nights in monkstown.",0,tart_of_turn>user
"in effect, the grant challenges mals to raise at least $100,000 a year in 2003 and 2004.",1,let me know if you need more paraphrases!
"in effect, the grant challenges mals to raise at least $100,000 a year in 2003 and 2004.",1,mals were expected to secure a significant sum of money annually.
"rooms 11-12 concentrate on the period between 1100 b.c. and 650 b.c., including a large collection of gold jewelry.",2,the objects presented in rooms  -  have no connection to the period between    b.c. and   b.c.
"throughout the controversy, bennett has made much of the cause of truth with a capital t. his standard article, portentously titled clinton, gays, and the truth, accused the clintonites of scanting that important commodity.",2,bennett's primary motivation was not to write for a specific magazine.
11 this is a midlife crisis.,0,the person is facing difficulties stemming from their current age and its implications.
oh yeah he was so excited about going,1,he mentioned to me yesterday that he was looking forward to working at the agency.
some evidence from public records is suggestive.,1,publicly accessible records may contain hints or indications of abusive behavior.
it's like oh man,1,the speaker was likely reacting to something noteworthy.
"'all right,' i said.",2,i agreed with their request.
"kinda nippy, ain't it? anse said.",1,anse was talking about the cold.
'you asked for a two week deadline?',0,you inquired about a deadline of two weeks.
i wonder i didn't scream right out there and then.,2,there's no doubt the speaker expressed their emotions vocally at that moment.
no  and so and and my boss has has gone for about like three times i think and i told him he's obviously in a high risk group,1,start_of_turn>model
"in the on-field tournament, the vikings have the nfl's best record this year and set a record for points scored in a regular season, but the broncos are the defending champs and were undefeated until their final three games.",1,the vikings' success this season may lead to a super bowl victory.
an indio name? ,0,let me know if you'd like me to provide more examples!
"after the break-up of the mauryan empire, new invaders appeared on the northwest frontier.",2,the mauryan empire endured its post-breakdown period without facing outside aggression.
"in effect, the grant challenges mals to raise at least $100,000 a year in 2003 and 2004.",1,start_of_turn>model
"this is the least interesting part of what was once the largest system of fortifications in the world, and in any case you can't get in to see it.",2,this section of the fortifications is the most popular attraction.
the factual record provides an important context for consideration of the legal question of the meaning of the presence requirement for representation by lsc grantees.,0,the legal interpretation of the  presence requirement for lsc grantees depends on a thorough examination of the factual record.
i wonder i didn't scream right out there and then.,2,let me know if you'd like more examples!
when you get to the point where you're looking forward to it then it gets to be important because you've got to do some planning for it uh you know especially if the company is not doing it for you,2,start_of_turn>model
some evidence from public records is suggestive.,1,some public records may present evidence of abuse.
uh in fact uh there was one lady in this area she was caught going to work and leaving her daughter in her car all day,0,tart_of_turn>user
wait a minute.,2,**let's continue without delay.**
"usually, clinton finds a way to reconcile the presidential and the political.",0,clinton usually navigates the complexities of simultaneously holding both presidential and political positions.
uh in fact uh there was one lady in this area she was caught going to work and leaving her daughter in her car all day,0,a local female citizen was found leaving her daughter in her car for an extended period.
these statutes are laws that comprise the letter mail monopoly.,1,the statutes govern mail delivery in the united states.
lower debt levels lead to lower interest payments-possibly at lower interest rates.,1,"here are five neutral paraphrases of the  'the lower the level of debt, the lower the interest rate.'"
"award winner kathleen t. zellner of naperville, ill.'s zellner and; associates secured the release of three men sentenced to life for the 1986 rape of a chicago medical student.",1,zellner and associates were involved in the release of individuals convicted of a    crime.
"it sits in the east of the country, 5-km (3-miles) south of the estuary of the river forth and 605-km (378-miles) north of london, the capital of the united kingdom.",0,"**based on distance, this location is north of london.**"
"usually, clinton finds a way to reconcile the presidential and the political.",0,clinton consistently seeks to balance the demands of the presidency with political realities.
very dangerous.,2,the danger level is very low.
well i it i find it depressing to watch or especially tv you know it's  uh local news concentrates on murders and things like that i'm from dallas,1,certain news stories can be emotionally challenging to watch.
they kept asking about the noise i heard.,0,let me know if you'd like more examples!
their conversations took place at precisely the moment the house reconsidered china mfn.,2,start_of_turn>model
"well, then?",1,what is the degree?
"recent archaeological findings suggest that a site on the yamuna river may have been the home of mahabharata hero, yudhishthira, dating back to 1000 b.c.",0,yudhishthira's possible dwelling place is located near the yamuna river.
the factual record provides an important context for consideration of the legal question of the meaning of the presence requirement for representation by lsc grantees.,0,analysis of the factual record is indispensable for formulating a sound legal opinion on the meaning of the presence requirement for lsc grantees.
he left us shortly after.,2,he was present throughout the entire event.
"usually, clinton finds a way to reconcile the presidential and the political.",0,clinton normally finds a solution to harmonize the roles of president and political figure.
their conversations took place at precisely the moment the house reconsidered china mfn.,2,their conversations focused on a completely different topic.
i wonder i didn't scream right out there and then.,2,start_of_turn>model
'you asked for a two week deadline?',0,start_of_turn>model
"the bias continues in the united states, sometimes from the larger mexican mainstream.",0,tart_of_turn>user
oh yeah he was so excited about going,1,he expressed enthusiasm about going to work at the agency yesterday.
some evidence from public records is suggestive.,1,examining public records might reveal some instances where abuse has occurred.
these statutes are laws that comprise the letter mail monopoly.,1,start_of_turn>model
"award winner kathleen t. zellner of naperville, ill.'s zellner and; associates secured the release of three men sentenced to life for the 1986 rape of a chicago medical student.",1,start_of_turn>model
the factual record provides an important context for consideration of the legal question of the meaning of the presence requirement for representation by lsc grantees.,0,the factual record is crucial for understanding the legal implications of representation requirements for lsc grantees.
"a company of handweavers has been working here since at least 1723, and visitors are able to watch them at work, but their products have become less distinctive since they expanded into a popular tourist attraction.",2,the products made by the handweavers are still unique and highly sought after.
"recent archaeological findings suggest that a site on the yamuna river may have been the home of mahabharata hero, yudhishthira, dating back to 1000 b.c.",0,the findings indicate that yudhishthira might have resided along the banks of the yamuna river.
wait a minute.,2,"**go ahead,  proceed immediately.**"
they kept asking about the noise i heard.,0,there were persistent inquiries regarding the auditory disturbance i detected.
a pointless act.,1,tart_of_turn>user
it is disingenuous to say we should do  money is scarce and so is political capital.,2,there is an abundance of both money and political capital.
"on one side of midosuji is america-mura, the favorite posing ground for osaka's desperately trendy youth, so named for the large number of stores selling much-sought-after secondhand apparel imported from the us.",2,america-mura is known for its abundance of tea houses and traditional japanese cultural centers.
"it sits in the east of the country, 5-km (3-miles) south of the estuary of the river forth and 605-km (378-miles) north of london, the capital of the united kingdom.",0,start_of_turn>model
wait a minute.,2,**i propose we begin immediately.**
wait a minute.,2,start_of_turn>model
"rhonda lipkin (maryland), victor geminiani (hawaii), nan heald (maine) and mike genz (lsc) presented this session.",0,tart_of_turn>user
limitations on total emissions. ,2,**emissions are free from any governmental control or regulation.**
11 this is a midlife crisis.,0,this person is going through a difficult time associated with reaching middle age.
no one is going to better him in this area.,0,he is the best and no one can surpass him here.
"the roman baths are still impressive with several large bathing areas, though the hot curative waters have been diverted to a modern pool and spa.",0,"while impressive, the roman baths are no longer heated by natural hot springs."
"so i can't even imagine how you feel, after shadow-dancing with her for so long.",1,this experience with her has likely had an impact on you.
it's like oh man,1,the speaker may have been expressing a range of possible emotions.
no  and so and and my boss has has gone for about like three times i think and i told him he's obviously in a high risk group,1,let me know if you'd like more paraphrases!
"rhonda lipkin (maryland), victor geminiani (hawaii), nan heald (maine) and mike genz (lsc) presented this session.",0,start_of_turn>model
"culterlann na hireann holds a ceile (an evening of traditional song and dance), on friday nights in monkstown.",0,"at culterlann na hireann, they have a weekly gathering with song and dance traditions, occurring on friday nights in monkstown."
their conversations took place at precisely the moment the house reconsidered china mfn.,2,there was no connection between their conversations and the house's consideration of china mfn.
oh yeah he was so excited about going,1,"when i spoke to him yesterday, he seemed excited about going to work at the agency."
yeah oh that sounds fantastic,2,tart_of_turn>user
well you can believe that anyway right,2,i strongly disagree with your assertion.
"culterlann na hireann holds a ceile (an evening of traditional song and dance), on friday nights in monkstown.",0,an evening of traditional song and dance is held at culterlann na hireann on friday nights in monkstown.
a discussion about that is why uh why cnn was well i listen to a christian radio station and they were saying that cnn is definitely a world uh news service and uh,0,start_of_turn>model
"the bias continues in the united states, sometimes from the larger mexican mainstream.",0,there are allegations of prejudiced behavior within the mexican population in the u.s.
down there and uh we had a small um farm house out in castroville which is just uh to the west of san antonio,1,the farmhouse was situated near a city.
it is disingenuous to say we should do  money is scarce and so is political capital.,2,tart_of_turn>user
"yes, i think that would be decidedly better.",1,start_of_turn>model
well  he didn't have too good of opinion of it no i mean yes i did hear that and so um i do try to keep that in mind that whenever you're reading a paper it usually has a particular flavor,0,start_of_turn>model
a discussion about that is why uh why cnn was well i listen to a christian radio station and they were saying that cnn is definitely a world uh news service and uh,0,the speaker's understanding is that cnn is considered a world news service based on what the christian radio station stated.
no one is going to better him in this area.,0,start_of_turn>model
"lesvos, chios, and samos still have many vestiges of the traditional rural lifestyle that made them rich and coveted during previous centuries.",1,tart_of_turn>user
yeah oh that sounds fantastic,2,i think that's a horrible idea.
"in the on-field tournament, the vikings have the nfl's best record this year and set a record for points scored in a regular season, but the broncos are the defending champs and were undefeated until their final three games.",1,start_of_turn>model
"a company of handweavers has been working here since at least 1723, and visitors are able to watch them at work, but their products have become less distinctive since they expanded into a popular tourist attraction.",2,the handweavers' distinctive products have remained popular despite the increase in tourism.
11 this is a midlife crisis.,0,this is a period of emotional turmoil related to aging into middle life.
"in the on-field tournament, the vikings have the nfl's best record this year and set a record for points scored in a regular season, but the broncos are the defending champs and were undefeated until their final three games.",1,"the vikings' record and performance this year are impressive, but the super bowl outcome is uncertain."
"his name has been floated in the past few weeks, as it was in 1989 and 1994.",0,his name has been brought up again after also appearing in discussions during    and   .
"this structure, like yomeimon, is also a national treasure and just as ornately carved and painted.",1,here are five neutral paraphrases of the  'the yomeimon is older than this structure':
an indio name? ,0,is this a name typical of someone from india?
an indio name? ,0,start_of_turn>model
i wonder i didn't scream right out there and then.,2,tart_of_turn>user
lower debt levels lead to lower interest payments-possibly at lower interest rates.,1,tart_of_turn>user
well no i worked for this company before i had my first daughter,0,start_of_turn>model
well you can believe that anyway right,2,what you said is highly unlikely.
"well, then?",1,let me know if you'd like more examples!
these statutes are laws that comprise the letter mail monopoly.,1,the statutes establish rules for sending and receiving mail.
"lsc has contracted with an independent research firm to develop and implement a pilot project at six lsc grantees that will gather the necessary information needed to create a reporting system that captures all the work of lsc grantees, not simply the traditional closed cases.",2,the information gathered by the lsc grantees will not be sufficient to create a comprehensive reporting system.
"about 2 km (1 mile) south?­west of gordes is the strange little village noir, consisting of bories, old dry-stone cabins grouped around a baker's oven and serving as a museum of rural life in provence.",2,start_of_turn>model
"to meet the family's extravagant debts, ground-floor rooms were turned into boutiques and cafe that attracted fashionable society, together with some shady hangers-on and intellectuals.",0,tart_of_turn>user
"rhonda lipkin (maryland), victor geminiani (hawaii), nan heald (maine) and mike genz (lsc) presented this session.",0,the statement implies that rhonda lipkin's location of residence is maryland.
"well, then?",1,what magnitude?
"lesvos, chios, and samos still have many vestiges of the traditional rural lifestyle that made them rich and coveted during previous centuries.",1,"elements of a traditional lifestyle can still be found on lesvos, chios, and samos."
down there and uh we had a small um farm house out in castroville which is just uh to the west of san antonio,1,the farmhouse was located in a rural area.
oh yeah he was so excited about going,1,here are five neutral paraphrases of the :
"in the on-field tournament, the vikings have the nfl's best record this year and set a record for points scored in a regular season, but the broncos are the defending champs and were undefeated until their final three games.",1,tart_of_turn>user
the factual record provides an important context for consideration of the legal question of the meaning of the presence requirement for representation by lsc grantees.,0,the factual details provide necessary context for accurately interpreting the legal meaning of the presence requirement for lsc grantees.
their conversations took place at precisely the moment the house reconsidered china mfn.,2,tart_of_turn>user
no  and so and and my boss has has gone for about like three times i think and i told him he's obviously in a high risk group,1,my boss's absences might be related to his risk group classification.
"about 2 km (1 mile) south?­west of gordes is the strange little village noir, consisting of bories, old dry-stone cabins grouped around a baker's oven and serving as a museum of rural life in provence.",2,village noir's buildings are constructed primarily of stone.
"the roman baths are still impressive with several large bathing areas, though the hot curative waters have been diverted to a modern pool and spa.",0,start_of_turn>model
"this area is not just for pilgrims, however; it is also for those in search of the great outdoors, whether for sports activities or simply hiking.",2,tart_of_turn>user
well no i worked for this company before i had my first daughter,0,my employment with this company ended after my first daughter was born.
"yes, i think that would be decidedly better.",1,let me know if you'd like more examples!
well  he didn't have too good of opinion of it no i mean yes i did hear that and so um i do try to keep that in mind that whenever you're reading a paper it usually has a particular flavor,0,he was unfavorable towards it.
"well, then?",1,tart_of_turn>user
well no i worked for this company before i had my first daughter,0,"from my past work history, i can confirm that i was working for this company before the birth of my first child."
limitations on total emissions. ,2,**there are no restrictions on the amount of emissions allowed.**
"so i can't even imagine how you feel, after shadow-dancing with her for so long.",1,you might be experiencing a range of emotions right now.
"after the break-up of the mauryan empire, new invaders appeared on the northwest frontier.",2,the borders of the mauryan empire remained secure following its dissolution.
the on-premises bindery repairs and restores old books and manuscripts.,1,"in addition to restoration work, the bindery may also bind new books."
11 this is a midlife crisis.,0,this is a challenging time triggered by the realization of being middle-aged.
"about 2 km (1 mile) south?­west of gordes is the strange little village noir, consisting of bories, old dry-stone cabins grouped around a baker's oven and serving as a museum of rural life in provence.",2,the buildings in village noir are examples of provençal architecture using a traditional stone technique.
a pointless act.,1,the act lacked purpose.
a discussion about that is why uh why cnn was well i listen to a christian radio station and they were saying that cnn is definitely a world uh news service and uh,0,let me know if you'd like more examples!
it's like oh man,1,start_of_turn>model
"'all right,' i said.",2,let me know if you'd like more examples!
i wonder i didn't scream right out there and then.,2,a scream would have been the expected reaction given the circumstances.
lower debt levels lead to lower interest payments-possibly at lower interest rates.,1,let me know if you'd like even more paraphrases!
"'all right,' i said.",2,start_of_turn>model
some evidence from public records is suggestive.,1,"these paraphrases  avoid stating or implying a connection to murder, keeping the focus on the suggestive nature of the evidence itself without drawing conclusions about its implications."
"recent archaeological findings suggest that a site on the yamuna river may have been the home of mahabharata hero, yudhishthira, dating back to 1000 b.c.",0,start_of_turn>model
"throughout the controversy, bennett has made much of the cause of truth with a capital t. his standard article, portentously titled clinton, gays, and the truth, accused the clintonites of scanting that important commodity.",2,tart_of_turn>user
"his name has been floated in the past few weeks, as it was in 1989 and 1994.",0,"his name has been a topic of discussion recently, similar to how it was in    and   ."
well i it i find it depressing to watch or especially tv you know it's  uh local news concentrates on murders and things like that i'm from dallas,1,i'm sensitive to the negativity often presented in news reports.
"to meet the family's extravagant debts, ground-floor rooms were turned into boutiques and cafe that attracted fashionable society, together with some shady hangers-on and intellectuals.",0,the intent of converting ground-floor rooms into boutiques and cafes was to draw in a clientele from fashionable society.
they kept asking about the noise i heard.,0,tart_of_turn>user
he left us shortly after.,2,start_of_turn>model
well i it i find it depressing to watch or especially tv you know it's  uh local news concentrates on murders and things like that i'm from dallas,1,local news tends to focus on crime and other serious issues.
'you asked for a two week deadline?',0,did you request a two-week timeframe for the task?
no one is going to better him in this area.,0,tart_of_turn>user
"award winner kathleen t. zellner of naperville, ill.'s zellner and; associates secured the release of three men sentenced to life for the 1986 rape of a chicago medical student.",1,tart_of_turn>user
a pointless act.,1,the act served no useful function.
"after the break-up of the mauryan empire, new invaders appeared on the northwest frontier.",2,no new invaders threatened the mauryan empire after its collapse.
"on one side of midosuji is america-mura, the favorite posing ground for osaka's desperately trendy youth, so named for the large number of stores selling much-sought-after secondhand apparel imported from the us.",2,start_of_turn>model
no one is going to better him in this area.,0,he is unbeatable in this area.
"culterlann na hireann holds a ceile (an evening of traditional song and dance), on friday nights in monkstown.",0,start_of_turn>model
well  he didn't have too good of opinion of it no i mean yes i did hear that and so um i do try to keep that in mind that whenever you're reading a paper it usually has a particular flavor,0,tart_of_turn>user
they kept asking about the noise i heard.,0,someone repeatedly inquired about the noise that i heard.
"this area is not just for pilgrims, however; it is also for those in search of the great outdoors, whether for sports activities or simply hiking.",2,there are no opportunities for outdoor activities or hiking in this area.
"in the on-field tournament, the vikings have the nfl's best record this year and set a record for points scored in a regular season, but the broncos are the defending champs and were undefeated until their final three games.",1,it is possible that the vikings will win the super bowl.
the on-premises bindery repairs and restores old books and manuscripts.,1,"while specializing in restoration, the bindery may also bind new books on occasion."
their conversations took place at precisely the moment the house reconsidered china mfn.,2,let me know if you'd like more examples!
it is disingenuous to say we should do  money is scarce and so is political capital.,2,start_of_turn>model
"in effect, the grant challenges mals to raise at least $100,000 a year in 2003 and 2004.",1,the grant program imposed a fundraising condition on mals.
well you can believe that anyway right,2,tart_of_turn>user
they kept asking about the noise i heard.,0,several individuals expressed curiosity about the nature of the noise i had heard.
"so i can't even imagine how you feel, after shadow-dancing with her for so long.",1,your feelings after spending so much time with her are likely complex.
"the roman baths are still impressive with several large bathing areas, though the hot curative waters have been diverted to a modern pool and spa.",0,a modern facility now channels the waters originally used for bathing at the roman baths.
their conversations took place at precisely the moment the house reconsidered china mfn.,2,the house's discussion of china mfn came well after their conversations about it.
uh in fact uh there was one lady in this area she was caught going to work and leaving her daughter in her car all day,0,"an incident occurred involving a woman who drove to work, leaving her daughter behind in her car."
"kinda nippy, ain't it? anse said.",1,let me know if you'd like more examples!
it tracks the use of each appropriation for specified purposes in separate budget accounts through the various stages of budget execution from appropriation to apportionment and allotment to obligation and eventual outlay.,1,budget execution involves determining the cost of various activities.
"kinda nippy, ain't it? anse said.",1,anse felt the current temperature was low.
"throughout the controversy, bennett has made much of the cause of truth with a capital t. his standard article, portentously titled clinton, gays, and the truth, accused the clintonites of scanting that important commodity.",2,bennett wrote his article for a different publication.
"rooms 11-12 concentrate on the period between 1100 b.c. and 650 b.c., including a large collection of gold jewelry.",2,start_of_turn>model
lower debt levels lead to lower interest payments-possibly at lower interest rates.,1,debt levels and interest rates are potentially related.
yeah oh that sounds fantastic,2,let me know if you'd like more examples!
"a company of handweavers has been working here since at least 1723, and visitors are able to watch them at work, but their products have become less distinctive since they expanded into a popular tourist attraction.",2,start_of_turn>model
their conversations took place at precisely the moment the house reconsidered china mfn.,2,they discussed china mfn prior to the house considering it.
"throughout the controversy, bennett has made much of the cause of truth with a capital t. his standard article, portentously titled clinton, gays, and the truth, accused the clintonites of scanting that important commodity.",2,the article has not been formally published in any medium.
"it sits in the east of the country, 5-km (3-miles) south of the estuary of the river forth and 605-km (378-miles) north of london, the capital of the united kingdom.",0,**this place is situated at a higher latitude than london.**
lower debt levels lead to lower interest payments-possibly at lower interest rates.,1,start_of_turn>model
a discussion about that is why uh why cnn was well i listen to a christian radio station and they were saying that cnn is definitely a world uh news service and uh,0,"according to the christian radio station the speaker heard, cnn is recognized as a world news service."
the factual record provides an important context for consideration of the legal question of the meaning of the presence requirement for representation by lsc grantees.,0,tart_of_turn>user
no one is going to better him in this area.,0,his performance is unmatched in this field.
"recent archaeological findings suggest that a site on the yamuna river may have been the home of mahabharata hero, yudhishthira, dating back to 1000 b.c.",0,tart_of_turn>user
a pointless act.,1,performing the act was not essential.
"rooms 11-12 concentrate on the period between 1100 b.c. and 650 b.c., including a large collection of gold jewelry.",2,"there are no pre-modern artifacts displayed in rooms  - , only objects from the  th century."
"the bias continues in the united states, sometimes from the larger mexican mainstream.",0,start_of_turn>model
"so i can't even imagine how you feel, after shadow-dancing with her for so long.",1,it's understandable that you're feeling something significant after shadow-dancing for a long time.
it's like oh man,1,the speaker used an informal expression to emphasize their reaction.
lower debt levels lead to lower interest payments-possibly at lower interest rates.,1,there might be a connection between decreasing debt and decreasing interest rates.
'you asked for a two week deadline?',0,let me know if you would like more examples!
uh in fact uh there was one lady in this area she was caught going to work and leaving her daughter in her car all day,0,this area witnessed a case where a woman left her daughter in her car throughout the workday.
these statutes are laws that comprise the letter mail monopoly.,1,these laws have something to do with the regulation of mail.
"award winner kathleen t. zellner of naperville, ill.'s zellner and; associates secured the release of three men sentenced to life for the 1986 rape of a chicago medical student.",1,three men given life sentences for a    rape were freed by legal representation.
well no i worked for this company before i had my first daughter,0,i was employed by this company prior to my first child's birth.
when you get to the point where you're looking forward to it then it gets to be important because you've got to do some planning for it uh you know especially if the company is not doing it for you,2,individuals should trust the company's decisions and not involve themselves in planning.
it's like oh man,1,the speaker's utterance conveyed a strong emotional response.
"the roman baths are still impressive with several large bathing areas, though the hot curative waters have been diverted to a modern pool and spa.",0,the curative waters once flowing through roman baths now serve a modern spa.
well you can believe that anyway right,2,that statement is definitely false.
well  he didn't have too good of opinion of it no i mean yes i did hear that and so um i do try to keep that in mind that whenever you're reading a paper it usually has a particular flavor,0,let me know if you'd like more examples!
'you asked for a two week deadline?',0,it was you who suggested a two-week deadline.
"about 2 km (1 mile) south?­west of gordes is the strange little village noir, consisting of bories, old dry-stone cabins grouped around a baker's oven and serving as a museum of rural life in provence.",2,"bories, the traditional structures of village noir, are not built from mud."
well no i worked for this company before i had my first daughter,0,let me know if you'd like me to generate more examples!
yeah oh that sounds fantastic,2,i don't think that would be pleasant at all.
"recent archaeological findings suggest that a site on the yamuna river may have been the home of mahabharata hero, yudhishthira, dating back to 1000 b.c.",0,archaeological evidence suggests a connection between yudhishthira and the yamuna river area.
no  and so and and my boss has has gone for about like three times i think and i told him he's obviously in a high risk group,1,the frequency of my boss's absences raises the possibility that he's in a high-risk category.
"throughout the controversy, bennett has made much of the cause of truth with a capital t. his standard article, portentously titled clinton, gays, and the truth, accused the clintonites of scanting that important commodity.",2,bennett did not publish his article in any magazine.
"this structure, like yomeimon, is also a national treasure and just as ornately carved and painted.",1,let me know if you'd like more examples!
"in effect, the grant challenges mals to raise at least $100,000 a year in 2003 and 2004.",1,the grant required mals to meet a fundraising goal.
well you can believe that anyway right,2,that belief is unfounded.
limitations on total emissions. ,2,tart_of_turn>user
'you asked for a two week deadline?',0,tart_of_turn>user
when you get to the point where you're looking forward to it then it gets to be important because you've got to do some planning for it uh you know especially if the company is not doing it for you,2,planning for events is unnecessary if the company is taking care of the logistics.
an indio name? ,0,is that a name of indian origin?
their conversations took place at precisely the moment the house reconsidered china mfn.,2,their conversations about china mfn never happened.
"usually, clinton finds a way to reconcile the presidential and the political.",0,start_of_turn>model
well  he didn't have too good of opinion of it no i mean yes i did hear that and so um i do try to keep that in mind that whenever you're reading a paper it usually has a particular flavor,0,he held a pessimistic opinion about it.
he left us shortly after.,2,his departure was significantly delayed.
i wonder i didn't scream right out there and then.,2,the speaker was completely speechless in that moment and couldn't scream.
yeah oh that sounds fantastic,2,start_of_turn>model
oh yeah he was so excited about going,1,start_of_turn>model
no  and so and and my boss has has gone for about like three times i think and i told him he's obviously in a high risk group,1,my boss's absences could suggest he's in a high-risk group.
well you can believe that anyway right,2,there is no reason to believe that.
it tracks the use of each appropriation for specified purposes in separate budget accounts through the various stages of budget execution from appropriation to apportionment and allotment to obligation and eventual outlay.,1,tart_of_turn>user
yeah oh that sounds fantastic,2,that definitely wouldn't be enjoyable.
"the bias continues in the united states, sometimes from the larger mexican mainstream.",0,allegations of bias have been directed towards the mexican population in america.
he left us shortly after.,2,he did not leave us quickly.
"this is the least interesting part of what was once the largest system of fortifications in the world, and in any case you can't get in to see it.",2,tart_of_turn>user
some evidence from public records is suggestive.,1,start_of_turn>model
"this area is not just for pilgrims, however; it is also for those in search of the great outdoors, whether for sports activities or simply hiking.",2,this area is exclusively designated for pilgrims.
i'm sure he will he's not going to have problems there if not in the nfl then in one of the other leagues,0,"there is a high probability he will land a spot in a professional league, including the nfl."
"award winner kathleen t. zellner of naperville, ill.'s zellner and; associates secured the release of three men sentenced to life for the 1986 rape of a chicago medical student.",1,kathleen t. zellner and associates worked to release three men.
some evidence from public records is suggestive.,1,there's a possibility that records accessible to the public offer insights into cases of abuse.
"yes, i think that would be decidedly better.",1,tart_of_turn>user
"this structure, like yomeimon, is also a national treasure and just as ornately carved and painted.",1,this statement doesn't mention anything about the relative ages of the yomeimon and this structure.
it is disingenuous to say we should do  money is scarce and so is political capital.,2,money and political capital are readily available.
well  he didn't have too good of opinion of it no i mean yes i did hear that and so um i do try to keep that in mind that whenever you're reading a paper it usually has a particular flavor,0,he had a negative view of it.
it is disingenuous to say we should do  money is scarce and so is political capital.,2,obtaining money and political capital is not difficult.
uh in fact uh there was one lady in this area she was caught going to work and leaving her daughter in her car all day,0,start_of_turn>model
"lesvos, chios, and samos still have many vestiges of the traditional rural lifestyle that made them rich and coveted during previous centuries.",1,"the greek islands of lesvos, chios, and samos still retain some elements of their rural past."
"after the break-up of the mauryan empire, new invaders appeared on the northwest frontier.",2,the mauryan empire remained intact and successfully defended its northwest frontier.
"to meet the family's extravagant debts, ground-floor rooms were turned into boutiques and cafe that attracted fashionable society, together with some shady hangers-on and intellectuals.",0,the ground-floor boutiques and cafes catered to the tastes of fashionable people and intellectuals.
11 this is a midlife crisis.,0,let me know if you'd like more examples!
yeah oh that sounds fantastic,2,this sounds like a nightmare.
the on-premises bindery repairs and restores old books and manuscripts.,1,the bindery handles both old and new books.
