label,text
2,"after a year of being on the depo injection it ain't wrking 4 me, so cud i change contraception straight away? i do not have any periods because of being on it a yr in december 2006, could this mean that i would have to wait to be able to go on any other contraceptive til i have a period again or could i go straight on something else???"
2,anyone ever experience vou- ja-de? what's vou-ja- de you ask?\nit's the feeling that none of this ever happend before!\n {it's just a joke!!!}
2,do we still get vitamin d  from the sun if the day is stormy? 
3,i have heard that in 2030 a great and big asteroid will attack earth is it true? 
3,"grad school in electrical engneering at......? i am currently a grad student in ee at a 4th tier school.\ni would like to start or atleast transfer to some of the good schools like carneige, cornell, ut,austin.\ni have a 4.0 gpa and i am working on a decent thesis topic.what are my chances of getting accepted as a transfer student in ms in the top engineering schools.\n( i know my chances at mit/stanford might be 0.0000% but any good news or expereinces you have? )"
3,what is the measure of dispersion? 
3,what type of currency does croatia use?  how does it relate to u.s. dollar? 
3,happy as larry? who is larry?
3,"artic zone? animals,habitac"
3,x+2:9=x-2:3 ? 
3,why does english have 26 alphabets? 
3,"can i sucess in my life with out girls friends.? i asid, i have a no girls friends, can i sucess in my life. with out no help any girls."
3,why do so many people go onto this site (and others) and display their misspelling and illiteracy so openly??! yahoo answers even has a spell check for imbeciles of all kinds!  but i suppose the inability to read would sufficiently stifle that well-displayed courtesy!
3,does someone understand this? member of the republican party in the 1860s committed to the emancipation of slaves and the equal treatment and enfranchisment of blacks.\n\ni'm in need of help. can you plez summerize this so a kid can understand this? thank you! this is about radical republicans.
3,where can i find the 1964 palmdale high school yearbook? 
3,its urgent..culd ne 1 plz giv me an explanation if macbeth act 5 scene 1?? i looked up sum pgs on d anet bt they r 2 brief....i need sumthin mored detailed.
3,how rold r u ????????????? 
3,can you tell me some factors that affect the outcome of a project? 
3,if you could be anyone for a day who? if you could live the life of someone else past or present for a day who would it be and why? must be a real person no fictional characters please.
3,"summer reading project- jane eyre, cold sassy tree or great expectations? need to pick a book for pre-ap reading i and finish before august!\nhere is the project http \nany help is greatly appreciated"
3,"did jfk cheat on his wife? john f. kennedy, the president of the united states"
3,how to enhance my english language? 
3,"find the mean of the set of numbers? 29) numbers of people attending hockey games: 24,491, 37,291,  26,528,  24,308  round your answer to the nearest whole number if necessary?\n\na) 24,491  b) 37,291  c) 28,155  d) 28,154"
4,is the san diego junior lifeguards a good program for me to do in the summer? i want to spend some more time at the beach in the summer and i wanted to learn how to surf or something like that. i'm a pretty strong swimmer because i'm on a swim team.thanks!
4,f1 car or 1000cc f1 bike? who will win? micheal shumacer is driving his ferrari and valantion rossi is driving his 1000cc?  who will win the straights?
4,what's the hardest trick you can do in gymnastics with out a spot? 
4,what is the best lure/bait for walleye fishing in cold weather? 
4,"are u tired of cristiano ronaldo's step-over moves??? i mean, when ever he gets the ball, he always does something stupid. he never passes the ball and after all the step-overs and fancy moves he never comes up with a good result. scolari should bench him. what do u think about his overall style of play?"
4,"where do i put my bike's water bottle?? there's no room for it in the middle of the frame, because i've got a lock hanging there. can anyone suggest alternate methods of attaching the bottle cage to the bike, so i can stop just carrying my water around in my backpack?\n\nthoughts?"
4,does anyone go to psychadelic trance outdoor raves in kent? or the south of the uk. 3 day techno rave in wales last year (june/julyish)
4,the brasil and the parents of the soccer besides being a great place to visit. you would like to know.? 
4,"is anyone going to pick up jeff bagwell? i really don't want to see him retire, he was a great player, and i'm not even much of an astros fan. i just wanna see him sit on that invisible bench in the batter's box for at least one more season..."
4,what does the back of your manchester united jersey say on the number? 
4,quel équipe possède la meilleur défense a votre avis? 
4,who is going to win the fa cup here in the uk today and why do you think liverpool supporter? hope liverpool win
4,is karate satanic? i was in this chat room earlier today and a guy said that karate was satanic. i don't believe it. can someone give me details?
4,what rapper claimed no limit to his talent when he inked a trial deal with the nbas toronto raptors in 1999? 
4,why is it called the world series in baseball ..when its just america competing? 
4,should i trade lebron for shawn marion and brevin knight? 
4,where can i get last minute tickets to watch australian world cup matches in germany? 
4,who out there is a bucs fan? 
4,drop tatum bell and pick up mark bell? this is our last week to drop or trade or pickup players-i have westbrook whom is off this week-jones from chicago and tatum bell-i am concerned about his injury-tatum bell
4,"brazil or argentina? if they play each other after the first round, who do you think would win?  consider the way they have played so far.  what will the score be, and who would score the goals?"
5,"the avatar rocks? who else thinks the avatar rocks\n\n\n\noh yeah, spongebob sucks!!!"
5,"isn't it about time the once-great channel 4 stopped insulting its audience with stupid big brother? ...and all it's damned spin-offs. i bet only about 1% of its viewers know where the term came from and instead of the diary room, i reckon contestants should go into room 101 (not the paul merton one) and meet o'brien. i'm mostly p*ssed off that we haven't had south park on for ages. oh, by the way c4, when you started, you promised 'no sport on saturdays'. er, what's all that horseracing stuff then?"
5,whatever happen to the loony toons damn it? 
5,when is robert randolph & the family band's new album due out? heard anything about it?
5,"the ohio player's "" love rollercoaster "" song was recorded with the scream of a murder woman, is this true ? please tell the real story. it's driving me nuts!"
5,why do we always make sure we have clean underwear on before leaving the house? 
5,"printable adult coloring pages? i'm looking for pictures that are xrated that can be printed and colored. i know its odd but its important. if anyone can help me out it would be appriciated, i did a yahoo search and a google search and only got porn."
5,who know s wats going to happen in veronica mars episode spit and eggs ? like whos going to die????? whats the new mystery and whos coming back to the show???
5,"where have the good idols gone? i have a 2 year old daughter, and i am just praying for better role models than paris hilton and brittney spears.  i love the new pink video for ""stupid girls."" it is a perfect representation of how i feel about the role models that young girls are idolizing these days."
5,i need rca tv codes for my remote.a dish 311? 
5,capturing movie clips? how do i take movie clips directly from a dvd and put them in a movie maker type program on my pc?  what kind of software do i need to download to do that?
5,what episode of friends is it when joey goes on the tv show and says a ghost? 
5,what did i hear about paris hilton having surgery or something to change her eye colour? is this true?? what colour was her eyes before??
5,"who else loves that commercial where a dude locks in a retarded girl inside a suv? you know, the one where some retarded girl is talking about who knows what, and the dad doesn't wanna listen to her, so he locks her in and does away. she was stuff like ""and i don't know what it is..."" i think it was a volvo suv."
5,"orlando bloom,william mosely,jesse mcarthey,or james franco....whos the cutest?????? "
5,these r the last point 2day uwant em'? this is the last question i can ask 2day but come back 2morrow 4 more points!
5,does anybody play maple story? an online game..
5,"who is the singer of the song ""no no no no youre not the one for me""? "
5,musician nicknamed flag or red flag killed after being overrolled by his own bandwagon? 
5,have you had a sprinkle today? 
