premise,label,hypothesis
that hit him harder than any other discovery.,1,let me know if you'd like more examples!
"surrounded by heavily industrialized suburbs, the old center of kurashiki has canals lined with dreamy willow trees a reverse comment on the horrors of war.",2,let me know if you'd like more examples!
humidity or something,2,**the cause is definitely humidity.**
absolute power was the dominant feature of what post-revolutionary france called the ancien r??gime.,0,the ancien r??gime in france was characterized by a strong concentration of power.
'what's it like to be back in louisian?',2,things in louisiana have evolved and are no longer as i remember them.
"161 ""no. ",0,the statement is a strong rejection.
yes we we sure do smoke them and,0,start_of_turn>model
"it is difficult to fix precisely the dates of the various festivals, as most of them are determined by lunar calendars which vary from year to year.",0,the shifting nature of lunar calendars makes it hard to determine the exact dates of numerous festivals.
um-hum oh no i think yeah my son's just in day care but even that they have extracurricular activities and the older they get the more that you're involved in that,0,"my son is currently in daycare, and as he gets older, there will be more opportunities for me to participate in his extracurricular activities."
mls is major-league sport with minor-league charm.,0,tart_of_turn>user
"no definitive number of americans who went over to the enemy is available, but moorer indicated there were scores.",1,tart_of_turn>user
mr. hubbock also designed the masjid jamek.,1,mr. hubbock's portfolio includes designs for various buildings.
legal aid has uncomfortable company.,1,legal aid might benefit from implementing changes that improve the employee experience.
how were discrepant findings resolved?,1,did the study come to a unified conclusion without any conflicting data points?
"all is forgiven when tarzan (the voice of tony goldwyn) meets minnie driver--i mean, jane.",2,**tarzan's meeting with jane never leads to forgiveness.**
"no definitive number of americans who went over to the enemy is available, but moorer indicated there were scores.",1,moorer's understanding of the situation was based on what he was told regarding the number of americans involved.
that hit him harder than any other discovery.,1,**he expected further developments in his field.**
absolute power was the dominant feature of what post-revolutionary france called the ancien r??gime.,0,the french government wielded considerable power throughout the ancien r??gime.
"before function is compromised, problematic consumption occurs.",2,tart_of_turn>user
"surrounded by heavily industrialized suburbs, the old center of kurashiki has canals lined with dreamy willow trees a reverse comment on the horrors of war.",2,tart_of_turn>user
absolute power was the dominant feature of what post-revolutionary france called the ancien r??gime.,0,absolute authority was a defining aspect of the french government during the ancien r??gime.
no not really you know in the last few years just his kind of informal segments i've seen but i never got to see his actual nightly news i liked i i did grow up with david brinkley,0,start_of_turn>model
"i must say ” ”"" but i stopped suddenly. ",0,my speech was halted abruptly.
they are not important. ,2,their contributions are invaluable.
"before function is compromised, problematic consumption occurs.",2,**the function's integrity is irrelevant to the occurrence of problematic consumption.**
"this little corner of england is such a beautiful and valued region, however, that policy makers and conservationists have worked tirelessly over the last hundred years to protect it.",1,a substantial amount of money has been invested by policymakers and conservationists to ensure the protection of this region.
tim carvell's wrap-up,0,tim carvell creates content in a wrap-up format.
all villas feature traditional 19th-century jamaican architecture for an authentic old world atmosphere.,2,tart_of_turn>user
that's right i mean the israeli's aren't they're not afraid of anything,0,fear does not deter israelis.
charlotte square is arguably the jewel of the new town.,0,any discussion of noteworthy places in new town must include charlotte square.
"all is forgiven when tarzan (the voice of tony goldwyn) meets minnie driver--i mean, jane.",2,let me know if you'd like more examples!
how were discrepant findings resolved?,1,were all the findings consistent with each other?
"his kingdom prospered, and by the time his son solomon succeeded him, in about 965 b.c. , almost all the extensive, rich lands between the rivers nile and the euphrates were part of the kingdom of israel.",1,"the kingdom of israel, under solomon's rule beginning in   b.c.,  extended to cover a significant portion of the land situated between the nile and euphrates rivers."
"no definitive number of americans who went over to the enemy is available, but moorer indicated there were scores.",1,moorer learned about the number of americans who sided with the enemy through external sources.
that's right i mean the israeli's aren't they're not afraid of anything,0,let me know if you'd like more examples!
"in north carolina, a visa may be issued for six weeks to seven months.",2,start_of_turn>model
"but even though suharto has been defeated, the real battle lines between economic and political liberalization are just now being drawn.",1,tart_of_turn>user
he said funding mechanisms such as small business grants were not always appropriate for researchers and wondered whether there were other funding mechanisms that might be more appropriate.,1,let me know if you'd like even more paraphrases!
no i don't my my wife has been working with them,2,my wife is employed alongside them in a specific capacity.
absolute power was the dominant feature of what post-revolutionary france called the ancien r??gime.,0,start_of_turn>model
a flicker of firelight caught the small man's eyes.,2,the man was blinded by the brightness of the sun.
the federal cio is also subject to a funding process that is more complex and uncertain than in most other organizations.,2,"**funding for the federal cio is secured smoothly and reliably, without significant hurdles.**"
"for this reason, interest earned by revolving funds should normally be classified as exchange revenue.",1,**there exists a separate tax classification for revenue generated through exchange activities.**
"this guide discusses the goals, success factors, and practices associated with building a worldclass finance organization.",2,the purpose of this guide is to discourage the creation of high-performing financial institutions.
 the egg tilted and soared.,0,the egg became unstable and went airborne.
'what's it like to be back in louisian?',2,start_of_turn>model
um-hum oh no i think yeah my son's just in day care but even that they have extracurricular activities and the older they get the more that you're involved in that,0,start_of_turn>model
that's right i mean the israeli's aren't they're not afraid of anything,0,israelis are known for their courage.
"thus, i have never even touched a girl, much less kissed one.",2,he has never had any romantic encounters with women.
people in hollywood accept this instability as the cost of doing business.,1,start_of_turn>model
a flicker of firelight caught the small man's eyes.,2,"a different light source, not firelight, drew the man's attention."
well well in our area we just introduced the um citywide uh clean king sport campaign and we have a recycling mascot called kleanaroo he's a kangaroo and um we're setting up curbside recycling bins for the city home owners and several of our local businesses also have recycling stations set up in their parking lots,2,the local businesses actively resisted the effort to set up recycling stations.
"these trends also contribute to a huge, longer-range fiscal and budgetary challenge facing the united states.",0,start_of_turn>model
um-hum oh no i think yeah my son's just in day care but even that they have extracurricular activities and the older they get the more that you're involved in that,0,"while my son is currently attending daycare, i anticipate becoming more involved in his extracurricular activities as he grows older."
the man's right arm had been broken and completely twisted around.,0,the man experienced harm to his right arm.
well well in our area we just introduced the um citywide uh clean king sport campaign and we have a recycling mascot called kleanaroo he's a kangaroo and um we're setting up curbside recycling bins for the city home owners and several of our local businesses also have recycling stations set up in their parking lots,2,businesses in the area preferred to deal with waste disposal in their own way rather than participating in the recycling initiative.
"the new  deterring nuclear, biological, or chemical warfare by lesser powers (formalizing president bush's implicit warning to saddam hussein during the gulf war).",2,president bush downplayed the threat posed by saddam hussein's potential use of weapons of mass destruction.
he said funding mechanisms such as small business grants were not always appropriate for researchers and wondered whether there were other funding mechanisms that might be more appropriate.,1,grant programs for businesses could potentially compete with funding available for researchers.
absolute power was the dominant feature of what post-revolutionary france called the ancien r??gime.,0,the french government held significant control over its territory during the ancien r??gime.
i see it in my dreams sometimes… .,2,dreams are devoid of this element for me.
"in north carolina, a visa may be issued for six weeks to seven months.",2,let me know if you'd like more examples!
grass became rock and rock became sand.,2,**both grass and rock have maintained their original forms over time.**
legal aid has uncomfortable company.,1,here are five neutral paraphrases of the  'legal aid has a lot to do to make their company comfortable':
"a ritualistic mark of bravery for carib warriors was cannibalism, and it's for this that history most remembers the indians who invented the hammock and gave their name to the caribbean.",0,carib warriors esteemed cannibalism as a marker of valor.
"i must say ” ”"" but i stopped suddenly. ",0,"i was about to speak, but changed my mind."
that's right i mean the israeli's aren't they're not afraid of anything,0,israelis have no fear.
i'm exempt,0,start_of_turn>model
tim carvell's wrap-up,0,the content produced by tim carvell is a form of roundup.
"for this reason, interest earned by revolving funds should normally be classified as exchange revenue.",1,here are five neutral paraphrases of the  'exchange revenues are taxed at a different rate than other times of revenue':
uh-hum probably you read a book review or something some kind of review on it,2,tart_of_turn>user
a flicker of firelight caught the small man's eyes.,2,tart_of_turn>user
i knew that.,0,"each of these rephrases captures the essential meaning of ""i knew that,"" implying a past state of knowing."
tim carvell's wrap-up,0,tim carvell produces some type of concluding segment.
no i don't my my wife has been working with them,2,my wife is actively involved in a task with them.
yeah there there's a lot of energy i i i like to belly dance too but there's not the same you know you don't get the aerobic,1,the speaker is open to exploring different styles of dance.
yeah there there's a lot of energy i i i like to belly dance too but there's not the same you know you don't get the aerobic,1,start_of_turn>model
mls is major-league sport with minor-league charm.,0,"despite its endearing qualities reminiscent of minor leagues, mls is a professional sport of major significance."
"but if you're not watching close ly, you may miss the unprepossessing bust of christopher columbus perched atop a column in a little roadside square.",1,start_of_turn>model
uh-hum probably you read a book review or something some kind of review on it,2,you discussed it with someone who had read the review.
"for this reason, interest earned by revolving funds should normally be classified as exchange revenue.",1,**exchange income faces unique tax considerations compared to other revenue categories.**
how were discrepant findings resolved?,1,tart_of_turn>user
no i don't my my wife has been working with them,2,my wife has been collaborating with them on a project.
he said funding mechanisms such as small business grants were not always appropriate for researchers and wondered whether there were other funding mechanisms that might be more appropriate.,1,researchers might experience reduced funding opportunities if resources are allocated to businesses.
that's right i mean the israeli's aren't they're not afraid of anything,0,israelis possess unwavering bravery.
i knew that.,0,i had learned about that previously.
"all is forgiven when tarzan (the voice of tony goldwyn) meets minnie driver--i mean, jane.",2,tart_of_turn>user
"thus, i have never even touched a girl, much less kissed one.",2,he has no experience with romantic relationships.
oh that's great yeah yeah i don't do a whole it uh time seems to be hard to find for anything you want to do i don't know why,1,lack of free time is a current problem for the speaker.
"this guide discusses the goals, success factors, and practices associated with building a worldclass finance organization.",2,this guide provides information on how to deliberately avoid building a world-class finance organization.
over time these distinctions have deteriorated.,1,the perceived division has become less pronounced in the recent past.
"the critical instance case study examines one, or very few, sites for one of two purposes.",1,let me know if you'd like more examples!
 the egg tilted and soared.,0,start_of_turn>model
"for this reason, interest earned by revolving funds should normally be classified as exchange revenue.",1,tart_of_turn>user
" ibiza town itself is not the place to go for the club scene, although dalt vila has a few gay bars and there is plenty of other entertainment available.",0,you can find gay bars in dalt vila.
 the egg tilted and soared.,0,the egg pivoted and took flight.
not all the way--he has not yet succeeded in building a durable majority on the court.,2,there is a durable majority on the court favoring him.
the man's right arm had been broken and completely twisted around.,0,the man suffered an injury to his arm.
"this guide discusses the goals, success factors, and practices associated with building a worldclass finance organization.",2,this guide is irrelevant to anyone seeking to develop a top-tier financial team.
they are not important. ,2,they are essential to our success.
"his kingdom prospered, and by the time his son solomon succeeded him, in about 965 b.c. , almost all the extensive, rich lands between the rivers nile and the euphrates were part of the kingdom of israel.",1,tart_of_turn>user
"in north carolina, a visa may be issued for six weeks to seven months.",2,"the time limit for visa issuance in north carolina is strictly determined by federal regulations, preventing any variation from six weeks to seven months."
grass became rock and rock became sand.,2,**there is no evidence that grass has changed into rock or rock into sand.**
oh that's great yeah yeah i don't do a whole it uh time seems to be hard to find for anything you want to do i don't know why,1,start_of_turn>model
"while service standards differ (many countries offer two mail deliveries each weekday, for example), even at 33 cents, u.s. prices compare favorably with first-class rates overseas--japan charges 74 cents, germany 59 cents, france 48 cents, and great britain 37 cents.",1,postal service pricing strategies vary based on country.
"but if you're not watching close ly, you may miss the unprepossessing bust of christopher columbus perched atop a column in a little roadside square.",1,the bust of christopher columbus is relatively small.
"it is difficult to fix precisely the dates of the various festivals, as most of them are determined by lunar calendars which vary from year to year.",0,"since lunar calendars are not fixed, it is hard to set specific dates for most festivals."
"this guide discusses the goals, success factors, and practices associated with building a worldclass finance organization.",2,following this guide will lead to the failure of attempts to build a world-class finance organization.
how were discrepant findings resolved?,1,start_of_turn>model
oh that's great yeah yeah i don't do a whole it uh time seems to be hard to find for anything you want to do i don't know why,1,tart_of_turn>user
the man's right arm had been broken and completely twisted around.,0,"due to the state of his arm, the man was likely in pain."
"161 ""no. ",0,the reply expresses a categorical refusal.
i see it in my dreams sometimes… .,2,it is never a part of my dreams.
a drop-ship discount might also evoke type-1 worksharing activity.,1,dropship discounts could lead to employees discussing their work experiences more frequently.
i knew that.,0,tart_of_turn>user
tim carvell's wrap-up,0,tim carvell is involved in creating a summary or recap.
i'm exempt,0,i am excluded from a particular requirement or law.
i'm exempt,0,i am not subject to the same rules or obligations.
over time these distinctions have deteriorated.,1,"over the last three years, the lines between these things have blurred."
"but even though suharto has been defeated, the real battle lines between economic and political liberalization are just now being drawn.",1,suharto's recent defeat is likely related to a decline in his power.
legal aid has uncomfortable company.,1,there's room for legal aid to enhance the comfort and well-being of its employees.
not all the way--he has not yet succeeded in building a durable majority on the court.,2,tart_of_turn>user
mls is major-league sport with minor-league charm.,0,mls retains the spirit of minor leagues while competing at a major league level.
they are not important. ,2,"without them, everything would fall apart."
how were discrepant findings resolved?,1,were there any disagreements in the findings that needed to be addressed?
yeah there there's a lot of energy i i i like to belly dance too but there's not the same you know you don't get the aerobic,1,the speaker finds pleasure in movement through dance.
"no definitive number of americans who went over to the enemy is available, but moorer indicated there were scores.",1,start_of_turn>model
all villas feature traditional 19th-century jamaican architecture for an authentic old world atmosphere.,2,**many jamaican villas have moved away from the traditional architectural aesthetic of the  th century.**
oh that's great yeah yeah i don't do a whole it uh time seems to be hard to find for anything you want to do i don't know why,1,the speaker is experiencing difficulties scheduling activities.
" ibiza town itself is not the place to go for the club scene, although dalt vila has a few gay bars and there is plenty of other entertainment available.",0,dalt vila boasts at least a few gay bars.
"161 ""no. ",0,let me know if you'd like more examples!
yes we we sure do smoke them and,0,**they definitely smoke them.**
i knew that.,0,i had prior knowledge of that fact.
 the egg tilted and soared.,0,the egg wobbled and then ascended.
"a ritualistic mark of bravery for carib warriors was cannibalism, and it's for this that history most remembers the indians who invented the hammock and gave their name to the caribbean.",0,the act of cannibalism earned carib warriors recognition for their bravery.
"no definitive number of americans who went over to the enemy is available, but moorer indicated there were scores.",1,moorer's knowledge of the number of americans who went to the enemy came from information given to him.
"the critical instance case study examines one, or very few, sites for one of two purposes.",1,there exists a clear rationale behind the choice of sites for analysis.
yeah there there's a lot of energy i i i like to belly dance too but there's not the same you know you don't get the aerobic,1,the speaker has a fondness for the act of dancing.
humidity or something,2,**humidity is unequivocally the culprit.**
"his kingdom prospered, and by the time his son solomon succeeded him, in about 965 b.c. , almost all the extensive, rich lands between the rivers nile and the euphrates were part of the kingdom of israel.",1,"after succeeding his father in   b.c., solomon ruled over a kingdom that included most of the area between the nile and euphrates rivers."
humidity or something,2,**humidity is the sole factor at play here.**
yes we we sure do smoke them and,0,**it's certain that we smoke them.**
over time these distinctions have deteriorated.,1,start_of_turn>model
not all the way--he has not yet succeeded in building a durable majority on the court.,2,he is currently leading a majority on the court.
mr. hubbock also designed the masjid jamek.,1,start_of_turn>model
no i don't my my wife has been working with them,2,tart_of_turn>user
i see it in my dreams sometimes… .,2,start_of_turn>model
all villas feature traditional 19th-century jamaican architecture for an authentic old world atmosphere.,2,**few villas in jamaica maintain a true and exclusive representation of  th-century jamaican architecture.**
"thus, i have never even touched a girl, much less kissed one.",2,he has never been physically intimate with a female.
" ibiza town itself is not the place to go for the club scene, although dalt vila has a few gay bars and there is plenty of other entertainment available.",0,tart_of_turn>user
all villas feature traditional 19th-century jamaican architecture for an authentic old world atmosphere.,2,"**the contemporary design movement has led to many jamaican villas abandoning the ""old world atmosphere"".**"
"but even though suharto has been defeated, the real battle lines between economic and political liberalization are just now being drawn.",1,start_of_turn>model
"his kingdom prospered, and by the time his son solomon succeeded him, in about 965 b.c. , almost all the extensive, rich lands between the rivers nile and the euphrates were part of the kingdom of israel.",1,"by the time solomon became king in   b.c., the kingdom of israel was a substantial entity encompassing lands from the nile to the euphrates."
that hit him harder than any other discovery.,1,**he recognized that there was more to learn.**
grass became rock and rock became sand.,2,**the process of rock weathering into sand and other geological formations is ongoing but unrelated to grass.**
a flicker of firelight caught the small man's eyes.,2,the man was intentionally ignoring the firelight.
yeah there there's a lot of energy i i i like to belly dance too but there's not the same you know you don't get the aerobic,1,the speaker enjoys various dance forms.
"no definitive number of americans who went over to the enemy is available, but moorer indicated there were scores.",1,these paraphrases maintain the core meaning of the  without expressing any opinion or taking a stance on the veracity of moorer's knowledge. they simply rephrase the information presented in the original .
"these trends also contribute to a huge, longer-range fiscal and budgetary challenge facing the united states.",0,the sustainability of the united states' budget is jeopardized by these ongoing trends.
"i must say ” ”"" but i stopped suddenly. ",0,start_of_turn>model
"the real british legacy is in the tea gardens, all indian-run, which offer a beautiful green setting for the town and insight into tea growing and processing methods .",1,**tea gardens in the town were originally established by indian individuals or groups.**
"before function is compromised, problematic consumption occurs.",2,"**function compromise is a consequence of problematic consumption, not a prerequisite.**"
"for this reason, interest earned by revolving funds should normally be classified as exchange revenue.",1,start_of_turn>model
humidity or something,2,start_of_turn>model
a flicker of firelight caught the small man's eyes.,2,the small man was in complete darkness.
"it swelled to the size of a football, then was man-sized, and growing to the size of a huge tank that filled most of the tent.",2,"instead of shrinking, it continued to expand beyond the confines of the tent."
"surrounded by heavily industrialized suburbs, the old center of kurashiki has canals lined with dreamy willow trees a reverse comment on the horrors of war.",2,"the willow trees lining kurashiki's canals are a popular tourist attraction, symbolizing peace and beauty."
"thus, i have never even touched a girl, much less kissed one.",2,start_of_turn>model
people in hollywood accept this instability as the cost of doing business.,1,professionals in hollywood acknowledge the inherent risks associated with their chosen field.
"while service standards differ (many countries offer two mail deliveries each weekday, for example), even at 33 cents, u.s. prices compare favorably with first-class rates overseas--japan charges 74 cents, germany 59 cents, france 48 cents, and great britain 37 cents.",1,start_of_turn>model
"these trends also contribute to a huge, longer-range fiscal and budgetary challenge facing the united states.",0,upcoming budget decisions in the united states will be heavily influenced by these trends.
"the critical instance case study examines one, or very few, sites for one of two purposes.",1,start_of_turn>model
no not really you know in the last few years just his kind of informal segments i've seen but i never got to see his actual nightly news i liked i i did grow up with david brinkley,0,"while i've seen some of his work, it hasn't been his nightly news program."
"all is forgiven when tarzan (the voice of tony goldwyn) meets minnie driver--i mean, jane.",2,start_of_turn>model
yes we we sure do smoke them and,0,"**we smoke them, without a doubt.**"
that hit him harder than any other discovery.,1,**his understanding of the world was still evolving.**
that hit him harder than any other discovery.,1,start_of_turn>model
absolute power was the dominant feature of what post-revolutionary france called the ancien r??gime.,0,let me know if you'd like more examples!
"a ritualistic mark of bravery for carib warriors was cannibalism, and it's for this that history most remembers the indians who invented the hammock and gave their name to the caribbean.",0,start_of_turn>model
"but even though suharto has been defeated, the real battle lines between economic and political liberalization are just now being drawn.",1,the loss of support for suharto could be linked to a decrease in his strength.
"i must say ” ”"" but i stopped suddenly. ",0,the speaker paused before uttering something.
"the new  deterring nuclear, biological, or chemical warfare by lesser powers (formalizing president bush's implicit warning to saddam hussein during the gulf war).",2,president bush's actions during the gulf war did not seek to deter saddam hussein from using weapons of mass destruction.
"this guide discusses the goals, success factors, and practices associated with building a worldclass finance organization.",2,tart_of_turn>user
"while service standards differ (many countries offer two mail deliveries each weekday, for example), even at 33 cents, u.s. prices compare favorably with first-class rates overseas--japan charges 74 cents, germany 59 cents, france 48 cents, and great britain 37 cents.",1,"each of these paraphrases avoids expressing a direct judgment on whether other countries have ""better"" systems, sticking to a neutral observation of the differences in mail costs."
legal aid has uncomfortable company.,1,start_of_turn>model
"161 ""no. ",0,tart_of_turn>user
"the new  deterring nuclear, biological, or chemical warfare by lesser powers (formalizing president bush's implicit warning to saddam hussein during the gulf war).",2,tart_of_turn>user
the preamble to the final rule discusses the comments received and the actions taken upon them.,0,"a discussion of the comment process, including actions taken, is provided in the preamble to the final rule."
"it might well, however, facilitate gay couples' efforts to adopt children.",1,a speedy approval of the bill could potentially benefit gay couples seeking to adopt children.
"but if you're not watching close ly, you may miss the unprepossessing bust of christopher columbus perched atop a column in a little roadside square.",1,one could easily overlook the christopher columbus bust due to its modest size.
 the egg tilted and soared.,0,tart_of_turn>user
the preamble to the final rule discusses the comments received and the actions taken upon them.,0,tart_of_turn>user
mr. hubbock also designed the masjid jamek.,1,tart_of_turn>user
uh-hum probably you read a book review or something some kind of review on it,2,start_of_turn>model
all villas feature traditional 19th-century jamaican architecture for an authentic old world atmosphere.,2,**contemporary architectural influences are strongly reflected in many modern jamaican villas.**
"this little corner of england is such a beautiful and valued region, however, that policy makers and conservationists have worked tirelessly over the last hundred years to protect it.",1,tart_of_turn>user
legal aid has uncomfortable company.,1,legal aid could make its workplace more pleasant for its staff.
the preamble to the final rule discusses the comments received and the actions taken upon them.,0,the preamble to the final rule outlines the process for handling comments and the responses to them.
people in hollywood accept this instability as the cost of doing business.,1,"hollywood actors, directors, and producers see instability as a common aspect of the industry."
absolute power was the dominant feature of what post-revolutionary france called the ancien r??gime.,0,tart_of_turn>user
yes we we sure do smoke them and,0,"each of these paraphrases maintains the core meaning of the original , ""they are smoked,"" while using different grammatical structures and vocabulary."
"it might well, however, facilitate gay couples' efforts to adopt children.",1,start_of_turn>model
"the real british legacy is in the tea gardens, all indian-run, which offer a beautiful green setting for the town and insight into tea growing and processing methods .",1,"**avoid absolutes:** they avoid strong language like ""first"" which could imply a complete historical dominance."
"no definitive number of americans who went over to the enemy is available, but moorer indicated there were scores.",1,"here are five neutral paraphrases of the  ""moorer knew there were scores because he was told there were."":"
"the critical instance case study examines one, or very few, sites for one of two purposes.",1,the critical instance case study aims to fulfill a defined set of objectives.
"it might well, however, facilitate gay couples' efforts to adopt children.",1,here are five neutral paraphrases of the :
"in north carolina, a visa may be issued for six weeks to seven months.",2,visa issuance in north carolina is permanent and does not have a time limit.
"surrounded by heavily industrialized suburbs, the old center of kurashiki has canals lined with dreamy willow trees a reverse comment on the horrors of war.",2,"kurashiki's old center's canals have been a source of prosperity for the city, fueling its economy and cultural significance."
"these trends also contribute to a huge, longer-range fiscal and budgetary challenge facing the united states.",0,these trends present a major hurdle for the united states government's budget planning.
" ibiza town itself is not the place to go for the club scene, although dalt vila has a few gay bars and there is plenty of other entertainment available.",0,dalt vila has some establishments catering to the gay community.
'what's it like to be back in louisian?',2,there are many new things to discover in louisiana.
"his kingdom prospered, and by the time his son solomon succeeded him, in about 965 b.c. , almost all the extensive, rich lands between the rivers nile and the euphrates were part of the kingdom of israel.",1,solomon inherited the throne around   b.c. and controlled the lands between the nile and euphrates rivers.
"while service standards differ (many countries offer two mail deliveries each weekday, for example), even at 33 cents, u.s. prices compare favorably with first-class rates overseas--japan charges 74 cents, germany 59 cents, france 48 cents, and great britain 37 cents.",1,tart_of_turn>user
well well in our area we just introduced the um citywide uh clean king sport campaign and we have a recycling mascot called kleanaroo he's a kangaroo and um we're setting up curbside recycling bins for the city home owners and several of our local businesses also have recycling stations set up in their parking lots,2,the campaign faced strong pushback from local businesses.
"surrounded by heavily industrialized suburbs, the old center of kurashiki has canals lined with dreamy willow trees a reverse comment on the horrors of war.",2,start_of_turn>model
"surrounded by heavily industrialized suburbs, the old center of kurashiki has canals lined with dreamy willow trees a reverse comment on the horrors of war.",2,kurashiki's old center is famous for its extensive network of canals.
"but if you're not watching close ly, you may miss the unprepossessing bust of christopher columbus perched atop a column in a little roadside square.",1,the christopher columbus bust is unobtrusive in its location.
a drop-ship discount might also evoke type-1 worksharing activity.,1,the existence of a dropship discount might encourage information exchange among coworkers.
that's right i mean the israeli's aren't they're not afraid of anything,0,start_of_turn>model
'what's it like to be back in louisian?',2,tart_of_turn>user
"it might well, however, facilitate gay couples' efforts to adopt children.",1,passing the bill quickly could potentially make it easier for same-sex couples to adopt.
"in north carolina, a visa may be issued for six weeks to seven months.",2,north carolina only issues visas for a year or longer.
" ibiza town itself is not the place to go for the club scene, although dalt vila has a few gay bars and there is plenty of other entertainment available.",0,dalt vila has a selection of gay bars.
"a ritualistic mark of bravery for carib warriors was cannibalism, and it's for this that history most remembers the indians who invented the hammock and gave their name to the caribbean.",0,tart_of_turn>user
"a ritualistic mark of bravery for carib warriors was cannibalism, and it's for this that history most remembers the indians who invented the hammock and gave their name to the caribbean.",0,let me know if you'd like more variations!
"but even though suharto has been defeated, the real battle lines between economic and political liberalization are just now being drawn.",1,a decline in suharto's authority could have been a contributing factor to his defeat.
grass became rock and rock became sand.,2,tart_of_turn>user
"the real british legacy is in the tea gardens, all indian-run, which offer a beautiful green setting for the town and insight into tea growing and processing methods .",1,let me explain why these are neutral:
