premise,label,hypothesis
he said funding mechanisms such as small business grants were not always appropriate for researchers and wondered whether there were other funding mechanisms that might be more appropriate.,1,tart_of_turn>user
"it swelled to the size of a football, then was man-sized, and growing to the size of a huge tank that filled most of the tent.",2,the description of the object's size is an exaggeration or a fictional detail.
the federal cio is also subject to a funding process that is more complex and uncertain than in most other organizations.,2,uncertainty and complexity in funding are not characteristic of the federal cio's situation.
"i must say ” ”"" but i stopped suddenly. ",0,let me know if you'd like more examples!
"these trends also contribute to a huge, longer-range fiscal and budgetary challenge facing the united states.",0,start_of_turn>model
over time these distinctions have deteriorated.,1,the passage of time has led to a blurring of previously separate categories.
"this guide discusses the goals, success factors, and practices associated with building a worldclass finance organization.",2,let me know if you would like more examples!
"the new  deterring nuclear, biological, or chemical warfare by lesser powers (formalizing president bush's implicit warning to saddam hussein during the gulf war).",2,"deterrence by nuclear, biological, or chemical weapons has proven effective against lesser powers."
oh that's great yeah yeah i don't do a whole it uh time seems to be hard to find for anything you want to do i don't know why,1,the speaker is expressing mild frustration about the speaker's schedule.
"before function is compromised, problematic consumption occurs.",2,**a compromised function may prevent problematic consumption.**
"the critical instance case study examines one, or very few, sites for one of two purposes.",1,researchers may choose to analyze one or a few specific instances for in-depth examination.
"i must say ” ”"" but i stopped suddenly. ",0,start_of_turn>model
"the real british legacy is in the tea gardens, all indian-run, which offer a beautiful green setting for the town and insight into tea growing and processing methods .",1,the tea gardens in the town are a popular tourist attraction.
all villas feature traditional 19th-century jamaican architecture for an authentic old world atmosphere.,2,tart_of_turn>user
over time these distinctions have deteriorated.,1,the concept of these distinctions is evolving.
i see it in my dreams sometimes… .,2,start_of_turn>model
yes we we sure do smoke them and,0,tart_of_turn>user
"it might well, however, facilitate gay couples' efforts to adopt children.",1,gay couples have difficulty adopting children.
mls is major-league sport with minor-league charm.,0,mls' growth and development reflect a  trajectory expected of a major league while maintaining a dedication to fan engagement reminiscent of minor leagues.
well well in our area we just introduced the um citywide uh clean king sport campaign and we have a recycling mascot called kleanaroo he's a kangaroo and um we're setting up curbside recycling bins for the city home owners and several of our local businesses also have recycling stations set up in their parking lots,2,the city is not implementing a citywide recycling campaign.
"surrounded by heavily industrialized suburbs, the old center of kurashiki has canals lined with dreamy willow trees a reverse comment on the horrors of war.",2,tart_of_turn>user
"it is difficult to fix precisely the dates of the various festivals, as most of them are determined by lunar calendars which vary from year to year.",0,start_of_turn>model
people in hollywood accept this instability as the cost of doing business.,1,success in hollywood often comes with accepting a degree of uncertainty.
no not really you know in the last few years just his kind of informal segments i've seen but i never got to see his actual nightly news i liked i i did grow up with david brinkley,0,start_of_turn>model
"but even though suharto has been defeated, the real battle lines between economic and political liberalization are just now being drawn.",1,suharto's defeat may have impacted the direction of future policy decisions in indonesia.
a drop-ship discount might also evoke type-1 worksharing activity.,1,"the concept of ""drop-ship"" discounts is related to the way certain types of work are organized."
"but if you're not watching close ly, you may miss the unprepossessing bust of christopher columbus perched atop a column in a little roadside square.",1,details regarding the bust of christopher columbus are not readily apparent.
a drop-ship discount might also evoke type-1 worksharing activity.,1,a drop-ship discount might involve some form of shared task.
no not really you know in the last few years just his kind of informal segments i've seen but i never got to see his actual nightly news i liked i i did grow up with david brinkley,0,let me know if you'd like more examples!
the man's right arm had been broken and completely twisted around.,0,let me know if you'd like more examples!
"a ritualistic mark of bravery for carib warriors was cannibalism, and it's for this that history most remembers the indians who invented the hammock and gave their name to the caribbean.",0,"due to their historical association with cannibalism, the carib people are remembered differently than other indigenous groups."
um-hum oh no i think yeah my son's just in day care but even that they have extracurricular activities and the older they get the more that you're involved in that,0,tart_of_turn>user
"all is forgiven when tarzan (the voice of tony goldwyn) meets minnie driver--i mean, jane.",2,minnie driver has no impact on tarzan's (voiced by tony goldwyn) tendency to forgive.
"it might well, however, facilitate gay couples' efforts to adopt children.",1,there are legal barriers to adoption faced by same-sex couples.
"these trends also contribute to a huge, longer-range fiscal and budgetary challenge facing the united states.",0,the us is vulnerable to significant financial and budgetary strain in the future due to these trends.
yeah there there's a lot of energy i i i like to belly dance too but there's not the same you know you don't get the aerobic,1,start_of_turn>model
"the critical instance case study examines one, or very few, sites for one of two purposes.",1,critical instance case studies often focus on a limited number of examples.
"before function is compromised, problematic consumption occurs.",2,**problematic consumption can occur even when a function is operating as intended.**
yeah there there's a lot of energy i i i like to belly dance too but there's not the same you know you don't get the aerobic,1,the speaker prefers belly dancing to other types of exercise.
"it is difficult to fix precisely the dates of the various festivals, as most of them are determined by lunar calendars which vary from year to year.",0,the shifting nature of lunar calendars leads to uncertainty in the timing of various festival celebrations.
"before function is compromised, problematic consumption occurs.",2,**a function's compromise directly causes problematic consumption.**
yes we we sure do smoke them and,0,the statement affirms our involvement in the act of smoking.
a flicker of firelight caught the small man's eyes.,2,the small man was not in a place where firelight could be seen.
tim carvell's wrap-up,0,start_of_turn>model
"but if you're not watching close ly, you may miss the unprepossessing bust of christopher columbus perched atop a column in a little roadside square.",1,start_of_turn>model
legal aid has uncomfortable company.,1,tart_of_turn>user
yeah there there's a lot of energy i i i like to belly dance too but there's not the same you know you don't get the aerobic,1,there are people who find joy in different forms of exercise.
 the egg tilted and soared.,0,the egg was airborne after tilting.
'what's it like to be back in louisian?',2,louisiana is not a place the person wants to return to.
"all is forgiven when tarzan (the voice of tony goldwyn) meets minnie driver--i mean, jane.",2,"tarzan (voiced by tony goldwyn) refuses to forgive jane, regardless of any encounter they have."
"it might well, however, facilitate gay couples' efforts to adopt children.",1,let me know if you'd like more examples!
uh-hum probably you read a book review or something some kind of review on it,2,the person read something other than a book review.
yes we we sure do smoke them and,0,"them"" refers to objects being smoked by the speaker."
"the critical instance case study examines one, or very few, sites for one of two purposes.",1,tart_of_turn>user
"this little corner of england is such a beautiful and valued region, however, that policy makers and conservationists have worked tirelessly over the last hundred years to protect it.",1,conservation efforts have impacted the landscape of this region.
"but if you're not watching close ly, you may miss the unprepossessing bust of christopher columbus perched atop a column in a little roadside square.",1,christopher columbus's statue is located in a place that is not very prominent.
"while service standards differ (many countries offer two mail deliveries each weekday, for example), even at 33 cents, u.s. prices compare favorably with first-class rates overseas--japan charges 74 cents, germany 59 cents, france 48 cents, and great britain 37 cents.",1,the cost of international first-class mail is generally high.
"the critical instance case study examines one, or very few, sites for one of two purposes.",1,case studies can serve multiple purposes beyond exploring a single instance.
yeah there there's a lot of energy i i i like to belly dance too but there's not the same you know you don't get the aerobic,1,the speaker enjoys dancing.
"161 ""no. ",0,"the context implied or suggested a positive answer, but the speaker responded negatively."
absolute power was the dominant feature of what post-revolutionary france called the ancien r??gime.,0,"**the political system of post-revolutionary france, known as the ancien r??gime, was heavily centralized and characterized by the concentration of power in the hands of a few.**"
"while service standards differ (many countries offer two mail deliveries each weekday, for example), even at 33 cents, u.s. prices compare favorably with first-class rates overseas--japan charges 74 cents, germany 59 cents, france 48 cents, and great britain 37 cents.",1,mail delivery costs vary internationally.
"the real british legacy is in the tea gardens, all indian-run, which offer a beautiful green setting for the town and insight into tea growing and processing methods .",1,let me know if you'd like more examples!
that's right i mean the israeli's aren't they're not afraid of anything,0,israelis do not back down from challenges.
um-hum oh no i think yeah my son's just in day care but even that they have extracurricular activities and the older they get the more that you're involved in that,0,let me know if you'd like me to generate more examples!
uh-hum probably you read a book review or something some kind of review on it,2,the person received information about the topic from a different source than a review.
the federal cio is also subject to a funding process that is more complex and uncertain than in most other organizations.,2,the federal cio's budget is subject to fewer bureaucratic hurdles compared to other organizations.
oh when i had the uh cats at my place as soon as i took out the newspaper to read it they would plop right down on top of it and just not move and just stay there forever,0,the cats would sit on the newspaper for an extended period of time.
mr. hubbock also designed the masjid jamek.,1,the masjid jamek is a notable structure.
"it swelled to the size of a football, then was man-sized, and growing to the size of a huge tank that filled most of the tent.",2,tart_of_turn>user
"this guide discusses the goals, success factors, and practices associated with building a worldclass finance organization.",2,"this guide does not discuss the goals, success factors, and practices associated with building a world-class finance organization."
absolute power was the dominant feature of what post-revolutionary france called the ancien r??gime.,0,tart_of_turn>user
"his kingdom prospered, and by the time his son solomon succeeded him, in about 965 b.c. , almost all the extensive, rich lands between the rivers nile and the euphrates were part of the kingdom of israel.",1,the kingdom of israel controlled significant land between   b.c. and the time of solomon's birth.
the man's right arm had been broken and completely twisted around.,0,the man had a severe injury to his right arm.
the man's right arm had been broken and completely twisted around.,0,start_of_turn>model
"it swelled to the size of a football, then was man-sized, and growing to the size of a huge tank that filled most of the tent.",2,it remained the size of a football throughout the entire period.
absolute power was the dominant feature of what post-revolutionary france called the ancien r??gime.,0,**the ancien r??gime in post-revolutionary france was marked by a powerful monarch or ruler who held absolute authority.**
they are not important. ,2,their work or actions have a significant impact.
oh when i had the uh cats at my place as soon as i took out the newspaper to read it they would plop right down on top of it and just not move and just stay there forever,0,the cats enjoyed lying on top of the newspaper.
people in hollywood accept this instability as the cost of doing business.,1,the instability inherent in hollywood is widely recognized.
i see it in my dreams sometimes… .,2,"my dreams are always filled with abstract shapes and colors, never concrete objects."
"all is forgiven when tarzan (the voice of tony goldwyn) meets minnie driver--i mean, jane.",2,"there is no indication that tarzan (voiced by tony goldwyn) and jane have met, let alone had a meeting that impacted his capacity for forgiveness."
the preamble to the final rule discusses the comments received and the actions taken upon them.,0,the preamble of the final rule acknowledges the input received during the comment period.
 the egg tilted and soared.,0,let me know if you'd like me to generate more examples!
mls is major-league sport with minor-league charm.,0,mls possesses the characteristics of a major professional sports league.
over time these distinctions have deteriorated.,1,the importance of these distinctions is diminishing.
how were discrepant findings resolved?,1,let me know if you'd like more examples.
a flicker of firelight caught the small man's eyes.,2,the small man's eyes were closed.
no i don't my my wife has been working with them,2,start_of_turn>model
"it might well, however, facilitate gay couples' efforts to adopt children.",1,child welfare agencies consider various factors in adoption cases.
how were discrepant findings resolved?,1,start_of_turn>model
no not really you know in the last few years just his kind of informal segments i've seen but i never got to see his actual nightly news i liked i i did grow up with david brinkley,0,"although not a regular viewer, the speaker acknowledges david brinkley as a significant figure in news broadcasting."
tim carvell's wrap-up,0,tim carvell produced a piece that condenses information or highlights key points.
"all is forgiven when tarzan (the voice of tony goldwyn) meets minnie driver--i mean, jane.",2,tart_of_turn>user
oh that's great yeah yeah i don't do a whole it uh time seems to be hard to find for anything you want to do i don't know why,1,tart_of_turn>user
a drop-ship discount might also evoke type-1 worksharing activity.,1,there is a connection between promotional pricing strategies and collaborative work arrangements.
oh that's great yeah yeah i don't do a whole it uh time seems to be hard to find for anything you want to do i don't know why,1,let me know if you'd like more examples!
humidity or something,2,let me know if you'd like more examples!
no i don't my my wife has been working with them,2,**the speaker's wife is the one speaking.**
i'm exempt,0,start_of_turn>model
"in north carolina, a visa may be issued for six weeks to seven months.",2,the duration of a visa in north carolina is determined solely by the applicant's nationality.
"but if you're not watching close ly, you may miss the unprepossessing bust of christopher columbus perched atop a column in a little roadside square.",1,tart_of_turn>user
"before function is compromised, problematic consumption occurs.",2,start_of_turn>model
a drop-ship discount might also evoke type-1 worksharing activity.,1,tart_of_turn>user
that hit him harder than any other discovery.,1,the discovery caused significant emotional distress.
"but even though suharto has been defeated, the real battle lines between economic and political liberalization are just now being drawn.",1,start_of_turn>model
over time these distinctions have deteriorated.,1,start_of_turn>model
'what's it like to be back in louisian?',2,the person is currently not in louisiana but reminiscing about it.
i'm exempt,0,i have been relieved of the duty or responsibility imposed upon others.
how were discrepant findings resolved?,1,understanding the context of the findings is crucial to determining if they truly contradict.
all villas feature traditional 19th-century jamaican architecture for an authentic old world atmosphere.,2,villas in jamaica can be built in a variety of architectural styles.
"thus, i have never even touched a girl, much less kissed one.",2,tart_of_turn>user
no not really you know in the last few years just his kind of informal segments i've seen but i never got to see his actual nightly news i liked i i did grow up with david brinkley,0,the speaker has seen some informal segments featuring david brinkley but not his regular nightly news broadcasts.
the federal cio is also subject to a funding process that is more complex and uncertain than in most other organizations.,2,tart_of_turn>user
not all the way--he has not yet succeeded in building a durable majority on the court.,2,there are no challenges to his ability to build a durable majority.
how were discrepant findings resolved?,1,tart_of_turn>user
"161 ""no. ",0,"the statement preceding ""  ""no. "" was a question."
absolute power was the dominant feature of what post-revolutionary france called the ancien r??gime.,0,**the ancien r??gime in france was defined by a lack of  power-sharing or checks and balances.**
they are not important. ,2,let me know if you would like more examples!
how were discrepant findings resolved?,1,different studies produced conflicting results.
mr. hubbock also designed the masjid jamek.,1,there are religious buildings designed by individuals.
"while service standards differ (many countries offer two mail deliveries each weekday, for example), even at 33 cents, u.s. prices compare favorably with first-class rates overseas--japan charges 74 cents, germany 59 cents, france 48 cents, and great britain 37 cents.",1,tart_of_turn>user
"in north carolina, a visa may be issued for six weeks to seven months.",2,"in north carolina, visas are only issued for periods of less than six weeks."
the preamble to the final rule discusses the comments received and the actions taken upon them.,0,the actions taken on the comments are outlined in the preamble to the final rule.
the preamble to the final rule discusses the comments received and the actions taken upon them.,0,the preamble to the final rule explains how the government has responded to public input.
the federal cio is also subject to a funding process that is more complex and uncertain than in most other organizations.,2,funding for the federal cio is generally straightforward and secure.
"the real british legacy is in the tea gardens, all indian-run, which offer a beautiful green setting for the town and insight into tea growing and processing methods .",1,the town's aesthetic is influenced by the presence of the tea gardens.
humidity or something,2,the weather is completely dry.
"this little corner of england is such a beautiful and valued region, however, that policy makers and conservationists have worked tirelessly over the last hundred years to protect it.",1,there is a history of activism dedicated to preserving the natural environment in this area.
"his kingdom prospered, and by the time his son solomon succeeded him, in about 965 b.c. , almost all the extensive, rich lands between the rivers nile and the euphrates were part of the kingdom of israel.",1,the king's reign was a period of peace and prosperity.
"the new  deterring nuclear, biological, or chemical warfare by lesser powers (formalizing president bush's implicit warning to saddam hussein during the gulf war).",2,"the united states has no formal policy of deterring nuclear, biological, or chemical warfare by lesser powers."
grass became rock and rock became sand.,2,rocks are still primarily found in their original state.
mr. hubbock also designed the masjid jamek.,1,architecture involves design considerations.
 the egg tilted and soared.,0,the egg changed its orientation and began to fly.
"but even though suharto has been defeated, the real battle lines between economic and political liberalization are just now being drawn.",1,let me know if you'd like more examples!
"no definitive number of americans who went over to the enemy is available, but moorer indicated there were scores.",1,the number of americans who went to fight on the enemy side is unknown.
"for this reason, interest earned by revolving funds should normally be classified as exchange revenue.",1,classification methods for revenue streams are based on context.
oh when i had the uh cats at my place as soon as i took out the newspaper to read it they would plop right down on top of it and just not move and just stay there forever,0,tart_of_turn>user
well well in our area we just introduced the um citywide uh clean king sport campaign and we have a recycling mascot called kleanaroo he's a kangaroo and um we're setting up curbside recycling bins for the city home owners and several of our local businesses also have recycling stations set up in their parking lots,2,let me know if you'd like more examples!
a flicker of firelight caught the small man's eyes.,2,"there was no firelight, and the small man saw nothing."
"it might well, however, facilitate gay couples' efforts to adopt children.",1,tart_of_turn>user
not all the way--he has not yet succeeded in building a durable majority on the court.,2,let me know if you'd like to explore more examples!
"thus, i have never even touched a girl, much less kissed one.",2,"despite claiming abstinence, the speaker has engaged in romantic relationships."
he said funding mechanisms such as small business grants were not always appropriate for researchers and wondered whether there were other funding mechanisms that might be more appropriate.,1,the speaker is suggesting a diversity of funding mechanisms for research projects.
"a ritualistic mark of bravery for carib warriors was cannibalism, and it's for this that history most remembers the indians who invented the hammock and gave their name to the caribbean.",0,let me know if you'd like more examples!
he said funding mechanisms such as small business grants were not always appropriate for researchers and wondered whether there were other funding mechanisms that might be more appropriate.,1,other funding options may be more suitable for certain types of research.
"the new  deterring nuclear, biological, or chemical warfare by lesser powers (formalizing president bush's implicit warning to saddam hussein during the gulf war).",2,"president bush's warning to saddam hussein during the gulf war did not aim to deter nuclear, biological or chemical warfare."
"in north carolina, a visa may be issued for six weeks to seven months.",2,visas are not issued in north carolina.
" ibiza town itself is not the place to go for the club scene, although dalt vila has a few gay bars and there is plenty of other entertainment available.",0,ibiza town itself is not a popular destination for people seeking a vibrant nightlife experience.
grass became rock and rock became sand.,2,grass never turned into rock.
"for this reason, interest earned by revolving funds should normally be classified as exchange revenue.",1,financial transactions are subject to classification methodologies.
"all is forgiven when tarzan (the voice of tony goldwyn) meets minnie driver--i mean, jane.",2,forgiveness is not a quality associated with tarzan (voiced by tony goldwyn).
mr. hubbock also designed the masjid jamek.,1,mr. hubbock was involved in architectural projects.
"the real british legacy is in the tea gardens, all indian-run, which offer a beautiful green setting for the town and insight into tea growing and processing methods .",1,tea cultivation and processing are significant industries in the town.
oh that's great yeah yeah i don't do a whole it uh time seems to be hard to find for anything you want to do i don't know why,1,the speaker believes that it is difficult to schedule time for desired activities.
"it might well, however, facilitate gay couples' efforts to adopt children.",1,start_of_turn>model
the preamble to the final rule discusses the comments received and the actions taken upon them.,0,let me know if you'd like more examples!
that hit him harder than any other discovery.,1,start_of_turn>model
"it swelled to the size of a football, then was man-sized, and growing to the size of a huge tank that filled most of the tent.",2,let me know if you'd like more examples!
"thus, i have never even touched a girl, much less kissed one.",2,the speaker has been sexually active and is deliberately concealing it.
"thus, i have never even touched a girl, much less kissed one.",2,the speaker is exaggerating to create a sense of naiveté or innocence.
well well in our area we just introduced the um citywide uh clean king sport campaign and we have a recycling mascot called kleanaroo he's a kangaroo and um we're setting up curbside recycling bins for the city home owners and several of our local businesses also have recycling stations set up in their parking lots,2,tart_of_turn>user
not all the way--he has not yet succeeded in building a durable majority on the court.,2,there is a widespread agreement on most issues within the court.
i'm exempt,0,i am not obligated to comply with the standard requirement.
"the real british legacy is in the tea gardens, all indian-run, which offer a beautiful green setting for the town and insight into tea growing and processing methods .",1,the tea gardens are managed by indian people who bring their own expertise.
that hit him harder than any other discovery.,1,the discovery challenged his beliefs.
"this guide discusses the goals, success factors, and practices associated with building a worldclass finance organization.",2,this guide is primarily concerned with the challenges of maintaining an already established world-class finance organization.
tim carvell's wrap-up,0,tim carvell created a summary or recap.
"but even though suharto has been defeated, the real battle lines between economic and political liberalization are just now being drawn.",1,the concept of economic liberalization is distinct from political liberalization.
that's right i mean the israeli's aren't they're not afraid of anything,0,let me know if you'd like more examples!
"the critical instance case study examines one, or very few, sites for one of two purposes.",1,start_of_turn>model
"before function is compromised, problematic consumption occurs.",2,let me know if you'd like more examples!
they are not important. ,2,they are widely respected and admired.
uh-hum probably you read a book review or something some kind of review on it,2,tart_of_turn>user
um-hum oh no i think yeah my son's just in day care but even that they have extracurricular activities and the older they get the more that you're involved in that,0,extracurricular activities are more common in childcare facilities for older children.
"a ritualistic mark of bravery for carib warriors was cannibalism, and it's for this that history most remembers the indians who invented the hammock and gave their name to the caribbean.",0,start_of_turn>model
oh that's great yeah yeah i don't do a whole it uh time seems to be hard to find for anything you want to do i don't know why,1,start_of_turn>model
well well in our area we just introduced the um citywide uh clean king sport campaign and we have a recycling mascot called kleanaroo he's a kangaroo and um we're setting up curbside recycling bins for the city home owners and several of our local businesses also have recycling stations set up in their parking lots,2,start_of_turn>model
i'm exempt,0,i am not subject to the rule or regulation in question.
"all is forgiven when tarzan (the voice of tony goldwyn) meets minnie driver--i mean, jane.",2,the nature of tarzan (voiced by tony goldwyn)'s relationship with jane is irrelevant to his capacity for forgiveness.
legal aid has uncomfortable company.,1,some people associate legal aid with groups they find objectionable.
i see it in my dreams sometimes… .,2,let me know if you'd like more examples!
i'm exempt,0,tart_of_turn>user
"these trends also contribute to a huge, longer-range fiscal and budgetary challenge facing the united states.",0,the trends mentioned pose a serious threat to the stability of the us fiscal system.
mr. hubbock also designed the masjid jamek.,1,start_of_turn>model
"it is difficult to fix precisely the dates of the various festivals, as most of them are determined by lunar calendars which vary from year to year.",0,let me know if you'd like more examples!
"thus, i have never even touched a girl, much less kissed one.",2,start_of_turn>model
a drop-ship discount might also evoke type-1 worksharing activity.,1,"""worksharing"" can encompass diverse activities undertaken by different individuals or groups."
"but even though suharto has been defeated, the real battle lines between economic and political liberalization are just now being drawn.",1,the conflict between economic and political liberalization is a complex issue.
"his kingdom prospered, and by the time his son solomon succeeded him, in about 965 b.c. , almost all the extensive, rich lands between the rivers nile and the euphrates were part of the kingdom of israel.",1,the nile river and the euphrates river are both located in the middle east.
the preamble to the final rule discusses the comments received and the actions taken upon them.,0,the document outlining the final rule details the responses to the submitted comments.
um-hum oh no i think yeah my son's just in day care but even that they have extracurricular activities and the older they get the more that you're involved in that,0,the speaker observes a trend of increased parental involvement in their son's activities as he gets older.
well well in our area we just introduced the um citywide uh clean king sport campaign and we have a recycling mascot called kleanaroo he's a kangaroo and um we're setting up curbside recycling bins for the city home owners and several of our local businesses also have recycling stations set up in their parking lots,2,kleanaroo is not a recycling mascot.
yes we we sure do smoke them and,0,something is being smoked by us.
people in hollywood accept this instability as the cost of doing business.,1,hollywood professionals are accustomed to navigating fluctuating situations in their work.
a flicker of firelight caught the small man's eyes.,2,start_of_turn>model
"161 ""no. ",0,the number   was followed by a negation.
that's right i mean the israeli's aren't they're not afraid of anything,0,israelis exhibit a lack of fear.
"the critical instance case study examines one, or very few, sites for one of two purposes.",1,"there are various approaches to conducting case studies, including narrowing the focus to a few instances."
um-hum oh no i think yeah my son's just in day care but even that they have extracurricular activities and the older they get the more that you're involved in that,0,a day care’s extracurricular offerings may change depending on the child's age.
"thus, i have never even touched a girl, much less kissed one.",2,"the speaker has kissed a girl, and possibly multiple girls."
 the egg tilted and soared.,0,an upward motion occurred after the egg tilted.
"it is difficult to fix precisely the dates of the various festivals, as most of them are determined by lunar calendars which vary from year to year.",0,the unpredictable nature of lunar calendars poses a challenge for accurately determining the dates of festivals.
the preamble to the final rule discusses the comments received and the actions taken upon them.,0,start_of_turn>model
absolute power was the dominant feature of what post-revolutionary france called the ancien r??gime.,0,"**under the ancien r??gime, decisions and actions were largely dictated by the supreme authority, with limited influence from other sectors of society.**"
"it might well, however, facilitate gay couples' efforts to adopt children.",1,social attitudes may affect adoption possibilities for gay couples.
he said funding mechanisms such as small business grants were not always appropriate for researchers and wondered whether there were other funding mechanisms that might be more appropriate.,1,let me know if you'd like more hypotheses!
that's right i mean the israeli's aren't they're not afraid of anything,0,the israelis are known for their bravery.
i see it in my dreams sometimes… .,2,i am completely unaware of it in any capacity.
he said funding mechanisms such as small business grants were not always appropriate for researchers and wondered whether there were other funding mechanisms that might be more appropriate.,1,start_of_turn>model
the man's right arm had been broken and completely twisted around.,0,the man's right arm was visibly twisted.
they are not important. ,2,tart_of_turn>user
humidity or something,2,there is no noticeable amount of moisture in the air.
"surrounded by heavily industrialized suburbs, the old center of kurashiki has canals lined with dreamy willow trees a reverse comment on the horrors of war.",2,the willow trees lining the canals are purely ornamental and hold no metaphorical significance.
yes we we sure do smoke them and,0,start_of_turn>model
oh when i had the uh cats at my place as soon as i took out the newspaper to read it they would plop right down on top of it and just not move and just stay there forever,0,the cats liked the texture or warmth of the newspaper.
charlotte square is arguably the jewel of the new town.,0,charlotte square is a notable landmark within the new town.
um-hum oh no i think yeah my son's just in day care but even that they have extracurricular activities and the older they get the more that you're involved in that,0,parents become more involved in their child's extracurricular activities as the child ages.
i'm exempt,0,i have been granted a specific dispensation from the general rule.
tim carvell's wrap-up,0,'tim carvell's wrap-up' refers to a specific act of summarizing information by tim carvell.
a flicker of firelight caught the small man's eyes.,2,the small man was immune to the light of the fire.
"this guide discusses the goals, success factors, and practices associated with building a worldclass finance organization.",2,"this guide focuses solely on the financial practices of a specific company, not a general framework for building a world-class organization."
"in north carolina, a visa may be issued for six weeks to seven months.",2,all visas issued in north carolina are permanent residency.
"it swelled to the size of a football, then was man-sized, and growing to the size of a huge tank that filled most of the tent.",2,start_of_turn>model
how were discrepant findings resolved?,1,the process for resolving disagreements is not always clear.
"while service standards differ (many countries offer two mail deliveries each weekday, for example), even at 33 cents, u.s. prices compare favorably with first-class rates overseas--japan charges 74 cents, germany 59 cents, france 48 cents, and great britain 37 cents.",1,specific factors influence international mail pricing.
"his kingdom prospered, and by the time his son solomon succeeded him, in about 965 b.c. , almost all the extensive, rich lands between the rivers nile and the euphrates were part of the kingdom of israel.",1,solomon was the son of the king who ruled before him.
"no definitive number of americans who went over to the enemy is available, but moorer indicated there were scores.",1,the historical records on american defections are incomplete.
