premise,label,hypothesis
"if st. louis wins, tennessee drops all criminal charges currently pending against the rams' players, and vice versa.",2,"although st. louis wins, certain criminal charges currently pending against the rams' players remain unaffected and still stand in other jurisdictions."
mon dieu!'  ,2,"despite the exclamation'mon dieu!', there is no pending issue requiring attention."
the commissioner of internal revenue provided written comments generally agreeing with the contents of a draft of this report.,2,the commissioner of internal revenue provided written comments that neutral in terms of agreement or disagreement with the contents of the draft of this report.
"i have a long memory!""",0,"if someone asks me about an event that happened months ago, i can recall the details accurately."
it also entails thinking about ways to incorporate the information technology and management leader in the executive-level management structure and create an environment that facilitates business/technology sharing and exchange of ideas.,0,"through the strategic placement of an it and management leader in the executive-level management structure, the business/technology exchange and idea-sharing process is fostered."
uh-huh uh-huh oh for heaven's sake what a cheapskate,0,the person's actions reveal a lack of generosity.
gibson had reduced dala to a midget.,0,dala was once of normal size but was made smaller by gibson.
depends on how much power you have and who you know,1,"despite the power one holds and connections one maintains, the actions of the pkk in germany can still be hard to predict."
"but when the sun goes down and the music starts up, there's nothing lazy about the dancing.",0,the twilight combined with the music's rhythm creates an atmosphere where no movement can be considered lazy.
"the startup phase, sometimes called commissioning, begins with occupancy of the facility by its user.",0,"the process of beginning the startup phase, or commissioning, involves the occupancy of the facility by its user."
"home to the sultans of perakiaor the past 500 years, kuala kangsar is built on a sweep of the perakiaiver (sungei perakia50 km (32 miles) from ipoh on a newer highway.",2,"despite being built on a sweep of the perakia river (sungei perakia), kuala kangsar is actually   km (  miles) from ipoh not on a newer highway but on the traditional route."
all his life ca'daan had marveled at fena dim's dark protector.,1,"the dark protector of fena dim, a subject of constant wonder for ca'daan, remained an enigma throughout his life."
holy smokes i didn't that doesn't seem like very long,2,"in contrast, what you didn't expect seems to be much longer than you initially thought."
and i've you know i've never yet never yet have i walked up now i've walked up a few times on the golf course by myself with nobody else to play with and never yet have i met anybody on the golf course that wouldn't allow me to join their twosome or threesome you know they're always friendly sure come on out you know and they don't mind if you make a mistake they don't mind saying well you know let me teach tell you how to do that or teach you how to do that or,1,the user enjoys playing golf alone on the course and has never been invited to join a larger group.
"before, or after?""",2,"events and situations can occur simultaneously, not necessarily before or after one another."
was it like a primer,1,"despite the similarities, the given instance did not meet the exact criteria to be considered a functional primer."
"this would have been a good story for abc news, if abc hadn't been so busy being part of the problem.",1,"this potential story, had it been covered by abc news, would have highlighted the tensions surrounding abc's involvement in relevant issues."
"keeping alive a baby born in the 22 nd week costs several hundred thousand dollars and usually fails, regardless of the effort.",2,"keeping alive a baby born in the  nd week of gestation usually succeeds, regardless of the cost."
"this would have been a good story for abc news, if abc hadn't been so busy being part of the problem.",1,"this story, if reported by abc news, would have examined the challenges faced by news organizations when balancing objectivity and involvement."
"but when the sun goes down and the music starts up, there's nothing lazy about the dancing.",0,the combination of the sunset's romantic mood and the music's tempo eliminates laziness during the dance.
teodoro tells me that they've found traces of shod horses being driven back in the canyons.,0,"teodoro mentions that horse traces have been found in the canyons, which suggests that horses were present or once were in the canyons."
holy smokes i didn't that doesn't seem like very long,2,"it may seem otherwise, but what you didn't anticipate actually has a similar duration to very long."
yeah and then the cover version i think i mean i thought was absolutely it was pitiful,1,"the cover version might have incorporated different musical instruments or styles, resulting in an altered sound compared to the original."
one month for one year actually assigned,2,one month is equal to less than one year.
"home to the sultans of perakiaor the past 500 years, kuala kangsar is built on a sweep of the perakiaiver (sungei perakia50 km (32 miles) from ipoh on a newer highway.",2,"although kuala kangsar is built on a sweep of the perakia river, it is not built on a sweep as stated, but rather on a sharp bend or turn of the river."
the commissioner of internal revenue provided written comments generally agreeing with the contents of a draft of this report.,2,the commissioner of internal revenue provided written comments that completely disagreed with the contents of the draft of this report.
being a renter not even caring about that,2,"as a renter, i'm meticulous about maintaining and upgrading my rental property."
the pattern of cobblestone and brick on the floor of some barns is worth a peek.,1,a closer inspection of the cobblestone and brick floor patterns within the barns could potentially reveal interesting historical or aesthetic details.
the commissioner of internal revenue provided written comments generally agreeing with the contents of a draft of this report.,2,the commissioner of internal revenue provided written comments that strongly disagreed with some parts of the draft of this report but agreed with others.
you brought only one candle into the room?,1,: the candle you brought might be a replica of an original one.
a red sword swung for his home and he had no defense.,1,"the opponent, instead of a red sword, used a blue staff for the altercation."
"under the british, penang was named prince of wales island, and the capital took its name from the son of king george iii, the future george iv.",1,"the naming of penang signifies the british dominion, with the island being named after a title held by the future king george iv during the colonial period."
"never mind, old chap. ",2,"in contrast, the old chap is actively seeking my attention."
and i've you know i've never yet never yet have i walked up now i've walked up a few times on the golf course by myself with nobody else to play with and never yet have i met anybody on the golf course that wouldn't allow me to join their twosome or threesome you know they're always friendly sure come on out you know and they don't mind if you make a mistake they don't mind saying well you know let me teach tell you how to do that or teach you how to do that or,1,"the user has a history of playing golf on the course by themselves, but has never been restricted or prevented from meeting others."
being a renter not even caring about that,2,i take great pride in being a renter and the condition of my home is a point of personal satisfaction for me.
here they are again.,2,"contrary to the statement, they have never been seen again in this area."
"'here,' i offered, rushing into the kitchen.",2,"despite rushing into the kitchen, i did not actually offer anything."
loweswater is the smallest of the three lakes and never crowded.,0,"among the three lakes, loweswater is the only one that is never crowded."
so we went in and the financed the car for five and we didn't know that we got kind of taken just a little bit so we're kind of upset that we're having to you know pay this fifth year on the car because it was just not a wise thing but we learned a good lesson so,2,"although we didn't know that we got taken a little bit during the car financing, we are looking forward to the next five years of payments."
"under the british, penang was named prince of wales island, and the capital took its name from the son of king george iii, the future george iv.",1,"the geographical location known as penang island was bestowed the name ""prince of wales"" to honor a significant figure in british history, the future king george iv."
newsgroupies were questioning the authenticity of hilfiger's official response soon after it appeared on the net.,2,newsgroupies never doubted the authenticity of hilfiger's official response.
"modesty always was your besetting sin, remarked tommy.",1,tommy's comment about your modesty simply reflected his personal perspective and did not necessarily represent a universal truth.
um-hum well well actually i think one one thing that i remember hearing in the news the past couple weeks that might be significant is that,0,the significant event or news that was mentioned could have a long-term impact on society.
"i have a long memory!""",0,"i can remember things for a long time, like an event that occurred last week."
depends on how much power you have and who you know,1,"the pkk's actions in germany are influenced by a variety of factors, including power dynamics and networks."
"i &gt;n cases labeled as serious physical abuse, the reported injury could be mental or emotional.",1,"in some cases, the severity of physical abuse may not always manifest in visible injuries, making it possible for the reported injury to be mental or emotional."
"even some stupid place way the hell out in the stupid country, thousands of miles away, like alabama!",1,"regardless of location, some places, no matter how remote, can offer fascinating experiences to visiting tourists."
teodoro tells me that they've found traces of shod horses being driven back in the canyons.,0,"teodoro tells me about horse traces being driven back in the canyons, indicating the possibility of long-forgotten equestrian routes in the area."
"look out as well for a giraffe, which indicates the indian west coast's early contact with africa.",0,the first people on the indian west coast might have been in contact with africans who kept giraffes as exotic pets.
"there are vestiges of the rum distillery, cattle pens, and a large pimento barbecue for roasting allspice berries.",0,the existence of a large pimento barbecue implies the preparation of flavorful jamaican food.
gibson had reduced dala to a midget.,0,the size of dala was significantly decreased by gibson.
"what's that? he could almost believe he heard an army bugle, but the call it sounded was unlike any cavalry signal he had known.",1,"although the sound was similar to an army bugle, the distinctiveness of the call made it unidentifiable as a recognizable cavalry signal."
"modesty always was your besetting sin, remarked tommy.",1,"the attribute of modesty, as pointed out by tommy, has been a consistent trait in your demeanor over the years."
there are a number of interesting attractions lying to the west of mandeville.,2,there are no attractions to the west of mandeville.
"this would have been a good story for abc news, if abc hadn't been so busy being part of the problem.",1,"the story, if aired by abc news, would have shed light on the conflicts where abc news could have played a more active role."
"it is a special systematic way of looking at what is happening, of selecting the instances, collecting the data, analyzing the information, and reporting the results.",1,": the approach used in analyzing the data can be regarded as a unique and systematic method, with a clear process involving selection, data collection, analysis, and reporting."
loweswater is the smallest of the three lakes and never crowded.,0,"all three lakes are not as large as loweswater, making loweswater the smallest."
one month for one year actually assigned,2,a year can have fewer than   assignments.
an acclaimed dining in the restaurant next to the yacht marina provides excellent evening views.,0,"the restaurant next to the yacht marina, which is acclaimed for its dining, offers breathtaking sunset views in the evening."
"enlightenment (satori) was to be achieved through self-understanding and self-discipline, combining tranquillity and individualism.",1,"understanding and self-mastery are integral to the attainment of enlightenment (satori), combining serenity and individualism in the process."
"i &gt;n cases labeled as serious physical abuse, the reported injury could be mental or emotional.",1,"the categorization of abuse as ""physical"" does not limit the potential for mental or emotional distress or injury in the victim."
areas may go in and out of fashion but each will remain instantly recognizable to the visitor.,1,"as new trends emerge, it's essential to remember that each location has a distinct identity that remains instantly recognizable to any traveler."
"if st. louis wins, tennessee drops all criminal charges currently pending against the rams' players, and vice versa.",2,"tennessee could potentially increase, rather than drop, criminal charges currently pending against the rams' players, regardless of st. louis' win or loss."
an acclaimed dining in the restaurant next to the yacht marina provides excellent evening views.,0,"for a delightful evening out, consider visiting an acclaimed dining restaurant that offers excellent views of the yacht marina."
"never mind, old chap. ",2,"despite your statement, i am indeed bothered by the issue at hand."
and i've you know i've never yet never yet have i walked up now i've walked up a few times on the golf course by myself with nobody else to play with and never yet have i met anybody on the golf course that wouldn't allow me to join their twosome or threesome you know they're always friendly sure come on out you know and they don't mind if you make a mistake they don't mind saying well you know let me teach tell you how to do that or teach you how to do that or,1,"the user has never encountered any unpleasant individuals while playing golf on the course, but has not experienced any extraordinary opportunities to join a twosome or threesome."
so we went in and the financed the car for five and we didn't know that we got kind of taken just a little bit so we're kind of upset that we're having to you know pay this fifth year on the car because it was just not a wise thing but we learned a good lesson so,2,"we went in, financed the car for five years, and we are excited to pay the fifth year on the car because it was a wise decision."
"i &gt;n cases labeled as serious physical abuse, the reported injury could be mental or emotional.",1,"it is possible that a combination of physical and mental/emotional abuse could be present in cases labeled as ""serious physical abuse,"" leading to reported injuries that are mental or emotional in nature."
gibson had reduced dala to a midget.,0,the reduction of dala to a midget was performed by gibson.
mon dieu!'  ,2,the exclamation'mon dieu!' does not imply contradiction or denial to any previous statement.
deductibility of student-loan interest $360,1,the total amount of student loans a person can deduct may vary depending on individual circumstances.
i'm the co-author of one the leading treatises on legal ethics--and it's updated annually.,0,being a co-author of a leading treatise on legal ethics means i have a significant influence on the direction of the field.
one of the factors cited for the decline in personal mail volume is falling long distance telephone rates which have made telephone communication more affordable and fostered substitution of telephone calls for personal mail.,2,"if anything, the advancements in telephone technology have reduced the convenience and necessity of personal mail rather than affording it. in fact, the convenience of email and text messaging has led to a more substantial impact on the decline of personal mail than affordable long-distance telephone rates."
holy smokes i didn't that doesn't seem like very long,2,"surprisingly, what you didn't think would take a while seems to be even shorter than very long."
um-hum well well actually i think one one thing that i remember hearing in the news the past couple weeks that might be significant is that,0,the significant news that might be important in the past couple weeks might also be important for the upcoming weeks.
"it is a special systematic way of looking at what is happening, of selecting the instances, collecting the data, analyzing the information, and reporting the results.",1,": the systematic way refers to a structured approach that guides one in terms of considering what is happening, selecting the instances, collecting the data, analyzing the information, and reporting the findings."
"it is a special systematic way of looking at what is happening, of selecting the instances, collecting the data, analyzing the information, and reporting the results.",1,": by employing this process, one is able to systematically evaluate what is happening, selecting the relevant instances, gathering the data, examining the information, and sharing the findings."
an acclaimed dining in the restaurant next to the yacht marina provides excellent evening views.,0,a dinner at the acclaimed restaurant next to the yacht marina is a great choice for couples seeking an enchanting view.
uh-huh uh-huh oh for heaven's sake what a cheapskate,0,the person seems more concerned with cost than with quality or value.
i'm the co-author of one the leading treatises on legal ethics--and it's updated annually.,0,"every year, i make substantial contributions to the advancement of legal ethics through my updated treatise."
uh-huh uh-huh oh for heaven's sake what a cheapskate,0,"this person is being frugal, almost to a fault."
"even some stupid place way the hell out in the stupid country, thousands of miles away, like alabama!",1,"in spite of its reputation, some remote locations harbor charming attractions that can surprise and delight visitors."
"'here,' i offered, rushing into the kitchen.",2,"i was slow, not rushed, when i entered the kitchen."
"the startup phase, sometimes called commissioning, begins with occupancy of the facility by its user.",0,"the facility being occupied by its user is a prerequisite for the startup phase, or commissioning, to begin."
he didn't seem like a madman.,2,"despite his demeanor, he has the propensity for irrational or uncontrollable actions characteristic of a madman."
you brought only one candle into the room?,1,: it's unclear whether you brought the candle into the room or left it there.
i mean they they uh go home and grade papers lesson plans prepare for the next day,0,they go home to grade papers and prepare lesson plans for the following day.
it also entails thinking about ways to incorporate the information technology and management leader in the executive-level management structure and create an environment that facilitates business/technology sharing and exchange of ideas.,0,"an environment that encourages the collaboration between the technology and management departments at the executive level is created, facilitating a sharing and exchange of ideas."
it also entails thinking about ways to incorporate the information technology and management leader in the executive-level management structure and create an environment that facilitates business/technology sharing and exchange of ideas.,0,"the it and management leader is promoted to the executive level management structure, where they are expected to facilitate the sharing and exchange of business/technology ideas."
"there are vestiges of the rum distillery, cattle pens, and a large pimento barbecue for roasting allspice berries.",0,the allspice berries roasted on the large pimento barbecue likely contribute to the distinctive aroma of the location.
"kamari and perissa are growing resorts with a range of hotels, bars, and restaurants.",0,"it can be inferred that kamari and perissa offer a diverse range of accommodations, including hotels, bars, and restaurants."
"the startup phase, sometimes called commissioning, begins with occupancy of the facility by its user.",0,"starting the startup phase, or commissioning, is initiated when the facility is occupied by its user."
"look out as well for a giraffe, which indicates the indian west coast's early contact with africa.",0,the existence of a giraffe on the indian west coast could suggest that the indigenous people had knowledge or contacts that stretches beyond the region.
um-hum well well actually i think one one thing that i remember hearing in the news the past couple weeks that might be significant is that,0,what one might remember hearing in the news could potentially be discussed in a future conversation.
a red sword swung for his home and he had no defense.,1,"in the incident, a shield, rather than a defense, was used by the individual."
"keeping alive a baby born in the 22 nd week costs several hundred thousand dollars and usually fails, regardless of the effort.",2,"the cost involved in keeping alive a baby born in the  nd week of gestation varies greatly, and often costs less than several hundred thousand dollars."
holy smokes i didn't that doesn't seem like very long,2,"despite not seeming very long, the time that has passed appears to be significantly more than just a minute or two."
being a renter not even caring about that,2,"in fact, i've made so many improvements to my rental that it's virtually unrecognizable from when i first moved in."
deductibility of student-loan interest $360,1,the deductibility of student-loan interest doesn't equate to a significant reduction in overall loan repayment amounts.
executives could also receive a summary rating of provisional or summary ratings fail.,0,team leaders might potentially also receive a summary rating of provisional or summary ratings fail.
um-hum well well actually i think one one thing that i remember hearing in the news the past couple weeks that might be significant is that,0,"if something is significant in the news, it might be worth keeping an eye on in the coming days."
"this legislative history suggests that congress, with full knowledge that h-2a workers were only in the united states on a temporary basis, intended that their rights under their h-2a contracts be protected by being given access to meaningful legal services.",2,"this legislative history suggests that, despite knowing the temporary status of h-  workers, congress did not take any measures to guarantee the protection of their rights under h-  contracts, even through legal services."
"last december, three cognitive psychologists at the university of rochester played two-minute audiotapes consisting of short nonsense words (such as bidakupado) for a group of 8-month-old babies.",0,"a group of even younger babies, such as  month-old or  month-old, might have been exposed to the two-minute audiotapes consisting of short nonsense words."
"i think with your name i could get my hands on your hearts, even if you did your worst.",0,"your name unveiled, i might seek to enter your inner circle, even if you exert your greatest efforts to keep me out."
"i think with your name i could get my hands on your hearts, even if you did your worst.",0,"if you reveal your name, i might have a chance to reach your inner emotions, even if you try to put up a strong fight."
"before, or after?""",2,"past, present, and future all coexist at the same time, so it is possible for something to happen before, after, or both at the same time."
loweswater is the smallest of the three lakes and never crowded.,0,"loweswater, being the smallest, requires lesser maintenance compared to the other two lakes."
deductibility of student-loan interest $360,1,the deductibility of student-loan interest does not necessarily affect the overall student loan burden.
i'm the co-author of one the leading treatises on legal ethics--and it's updated annually.,0,"as a leading authority on legal ethics, i regularly update my knowledge on the latest developments in the field."
the pkk has also bombed turkish targets in germany.,1,"the pkk's violent actions outside turkey demonstrate a more complex and expansive scope of their activities, as shown by their bombing of turkish targets in germany."
there are a number of interesting attractions lying to the west of mandeville.,2,"there are no interesting attractions anywhere, including to the west of mandeville."
"enlightenment (satori) was to be achieved through self-understanding and self-discipline, combining tranquillity and individualism.",1,"the pursuit of enlightenment (satori) involves seeking understanding and self-regulation, integrating calmness and individualism."
"even some stupid place way the hell out in the stupid country, thousands of miles away, like alabama!",1,"no matter the geographical distance, some places hold secrets and stories that make them worth a visit."
one of the factors cited for the decline in personal mail volume is falling long distance telephone rates which have made telephone communication more affordable and fostered substitution of telephone calls for personal mail.,2,"the declining personal mail volume might be attributed to an aging population that prefers traditional communication methods less. while falling long-distance telephone rates have added to the substitution of telephone calls for personal mail, it is the generational shift in communication preferences that has played a more significant role in the decline."
"'here,' i offered, rushing into the kitchen.",2,i did not enter the kitchen at all; i was merely speaking about the kitchen.
i'm the co-author of one the leading treatises on legal ethics--and it's updated annually.,0,my ongoing work on the leading treatise on legal ethics keeps me at the forefront of ethical decision-making in the legal profession.
you brought only one candle into the room?,1,: the candle you brought was the only light source in the room at that moment.
teodoro tells me that they've found traces of shod horses being driven back in the canyons.,0,"teodoro points out horse traces being driven back in the canyons, implying that the historical evidence in the canyons could reveal more about the culture or history of the region."
"look out as well for a giraffe, which indicates the indian west coast's early contact with africa.",0,the indian west coast may have had early contact with africa due to sightings of a giraffe.
in the 1950s and 1960s sharm el-sheikh on the southern tip of the sinai became a divers' paradise and since then this small village has grown and spread north along several adjacent bays.,0,"owing to sharm el-sheikh's transformation into a divers' paradise in the mid- th century, the area now likely possesses both cultural and environmental significance for scuba diving enthusiasts."
i try to i did switch to one uh sponsored by the credit union though that seems to be a pretty low interest,0,"despite the assumption that low interest rates might not be attractive, i am contemplating moving my account to the credit union."
"i think with your name i could get my hands on your hearts, even if you did your worst.",0,"with the knowledge of your name, i could potentially find ways to touch your feeling, even if you are determined to resist."
was it like a primer,1,"the event had characteristics that were reminiscent of a primer, albeit not formally labeled as such."
areas may go in and out of fashion but each will remain instantly recognizable to the visitor.,1,"while certain areas may undergo periods of transformation, their original appearance continues to be familiar to tourists."
"last december, three cognitive psychologists at the university of rochester played two-minute audiotapes consisting of short nonsense words (such as bidakupado) for a group of 8-month-old babies.",0,"instead of audiotapes, other mediums like videos or physical materials could have been used to present the short nonsense words to the  month-old babies."
"if st. louis wins, tennessee drops all criminal charges currently pending against the rams' players, and vice versa.",2,"while st. louis wins, tennessee could choose to drop some but not all of the criminal charges currently pending against the rams' players."
being a renter not even caring about that,2,"regarding my rental property, i believe that it's important to care for the space as if it was my own."
one of the factors cited for the decline in personal mail volume is falling long distance telephone rates which have made telephone communication more affordable and fostered substitution of telephone calls for personal mail.,2,"although falling long distance telephone rates have contributed to the decline in personal mail volume, telephone communication has not replaced personal mail entirely, as mail still remains a preferred means of communication for certain purposes."
teodoro tells me that they've found traces of shod horses being driven back in the canyons.,0,"teodoro states that they've found signs of shod horses being driven back in the canyons, which hints at the potential discovery of an abandoned settlement or travel route in the area."
"before, or after?""",2,"time doesn't have a linear flow; it is possible for things to exist in a loop, where the order of events cannot be determined as before or after."
the pattern of cobblestone and brick on the floor of some barns is worth a peek.,1,the arrangement of cobblestone and brick on the floor of certain barns could be a subject of interest if one appreciates vintage designs or flooring materials.
"modesty always was your besetting sin, remarked tommy.",1,"tommy's remark about modesty being your besetting sin simply refers to a personal observation he has made about you, not a general truth or criticism."
"before, or after?""",2,"the present and future become the past at the same instant, so it's impossible to separate events into 'before' or 'after' categories."
deductibility of student-loan interest $360,1,deductions on student-loan interest could be subject to changes in tax laws.
um-hum well well actually i think one one thing that i remember hearing in the news the past couple weeks that might be significant is that,0,the significant news that was mentioned might be the topic of interest in various news media outlets.
"i think with your name i could get my hands on your hearts, even if you did your worst.",0,"disclosing your name could potentially open doors for me to access your sentiments, regardless of the difficulties you might create."
it also entails thinking about ways to incorporate the information technology and management leader in the executive-level management structure and create an environment that facilitates business/technology sharing and exchange of ideas.,0,the incorporation of an it and management leader in the executive-level management structure leads to a more efficient exchange of ideas between the technology and business sectors.
"keeping alive a baby born in the 22 nd week costs several hundred thousand dollars and usually fails, regardless of the effort.",2,"medical interventions and advancements have made it possible to keep alive a baby born in the  nd week of gestation at a reasonable cost, and with a higher success rate."
"what's that? he could almost believe he heard an army bugle, but the call it sounded was unlike any cavalry signal he had known.",1,"he almost mistook the sound for that of an army bugle, but upon closer inspection, the call was unique."
areas may go in and out of fashion but each will remain instantly recognizable to the visitor.,1,"although some areas may fluctuate in popularity, they all retain a distinctive character that is easily identifiable to visitors."
so we went in and the financed the car for five and we didn't know that we got kind of taken just a little bit so we're kind of upset that we're having to you know pay this fifth year on the car because it was just not a wise thing but we learned a good lesson so,2,"despite being upset about paying the fifth year on the car, we are considering not making the payments to teach them a lesson."
