label,text
1,no. 13 tenn. stuns no. 11 florida 30-28 (ap) ap - james wilhoit kicked a 50-yard field goal with six seconds to go to lift no. 13 tennessee to a 30-28 victory over 11th-ranked florida on saturday night.
1,"ruiz and golota has the potential for one ugly heavyweight fight when john ruiz gets in the ring, things usually get ugly. put andrew golota in there with him, and things could get a lot uglier. that #39;s the possibility saturday night when ruiz defends his wba heavyweight "
1,"bryant accuser may move suit to calif. (ap) ap - the kobe bryant saga may be ending in colorado. after 17 months of bitter court fights and lurid headlines, the 20-year-old woman accusing the nba star of rape might dump her civil lawsuit here and sue him in his home state of california because of colorado's strict limits on financial damages."
1,"tigers exercise option to keep trammell for 2006 the detroit tigers exercised their option on manager alan trammell #39;s three-year contract tuesday, keeping him with the team through the 2006 season."
1,"british stun us in sprint relay britain took a shock gold in the men #39;s olympic 4x100 meters relay saturday, pipping favorites the united states by one hundredth of a second."
1,"schumacher crashes out ferrari #39;s rubens barrichello expects team-mate michael schumacher to challenge him for victory in the inaugural chinese grand prix, even though the world champion will start from the back of the grid."
1,"auburn, lsu will play saturday following consultation with state government, emergency management officials, and southeastern conference representatives, auburn university announced at 9:30 am friday that the sept."
1,transactions baseball cleveland (al): purchased the contract of rhp kyle denney from buffalo (il). montreal (nl): activated rhps tomo ohka and jon rauch; transferred 1b nick johnson to 60-day dl. new york (nl): called up c joe hietpas from binghamton (el).
2,"iger is board #39;s disney guy although he may face strong competition from rivals outside the company, walt disney co. president and chief operating officer robert iger was assured by disney #39;s board of directors tuesday "
2,"us midwest economy stronger,jobs struggle business activity in the us midwest expanded in september at a faster-than-expected rate, hinting that the economy is climbing out of its summer slow patch, a report showed on thursday."
2,"oil ends up on supply worries  new york (reuters) - oil prices ended higher on friday,  shrugging off a u.s. government move to lend out some strategic  crude stocks as traders said the amounts were too small to  alleviate supply shortage worries."
2,"price will be right for checking credit report here #39;s a great way to better manage your finances in 2005: get a free copy of your credit report. beginning in march, illinois residents will be entitled to one free credit report from each of the three major "
2,"hbos opts to reject making bid for abbey london hbos said on wednesday that it would not bid for abbey national, clearing the way for santander central hispano #39;s 8.7 billion takeover of the no."
2,"intel fuels asian stocks; oil down (reuters) reuters - shares in tech bellwethers intel\corp. and yahoo inc. rose in after-hours trade on upbeat\earnings reports, driving asian shares higher wednesday as oil\prices retreated from record highs."
2,"july consumer prices drop, energy tumbles  washington (reuters) - u.s. consumer prices dropped in july  for the first time in eight months as a sharp run up in energy  costs reversed, the government said on tuesday in a report  showing underlying inflation pressures largely in check."
2,traders who had bet on a rise are bailing out crude oil and gasoline prices fell wednesday as speculators seemed to lose hope that futures prices would continue ever upward. crude oil dropped \$1.
2,"european shares drift down in thin trade (reuters) reuters - european stocks were slightly lower by\mid-day in holiday-hit trading on monday, with crude oil rises\weighing on shares, though sanofi-aventis gained on the result\of trials of an anti-obesity drug."
2,"national foods posts increased net profit australia #39;s biggest supplier of fresh milk, national foods, has posted a net profit of \$68.7 million, an increase of 14 per cent on last financial year."
2,"housing sales to slow a bit the torrid pace of home sales across the bay area and the state will cool next year, but prices will stay on an upward trajectory, according to a real estate trade group."
2,"oil prices climb above \$42 a barrel  london (reuters) - oil prices climbed above \$42 a barrel on  wednesday, rising for the third day in a row as cold weather  gripped the u.s. northeast, the world's biggest heating fuel  market."
2,"forstmann little settles pension fund lawsuit for \$15 million hartford, conn. -- an investment firm that was found in breach of contract in a lawsuit involving the state #39;s pension fund has settled for \$15 million, the two sides announced monday."
2,"target soars, but misses estimates minneapolis -- target reported a 78 percent jump in third-quarter earnings on thursday on strong revenue growth and the sale of its mervyn #39;s discount chain, but it just missed analyst estimates."
2,alcohol ban row rages in algeria algeria's chances of joining the world trade organisation (wto) may be scuppered by its parliament's refusal to lift a ban on alcohol imports.
2,"fraud trial for spanish bank boss the chairman of spain's largest banking group, santander central hispano, is to stand trial on charges of tax fraud."
2,drug to help avert blindness moves closer to approval yetech pharmaceuticals #39; drug to treat the leading cause of blindness in the elderly appeared to move closer to a broad government approval yesterday after an advisory panel to the food and drug administration spoke favorably about it.
2,"ingram micro buys leading asia-pacific it distributor in a move the company says significantly strengthens its position in the growing asia pacific region, distributor ingram micro inc."
2,enron trial to shine light on wall street a criminal trial scheduled to start monday involving former enron corp. executives may shine a rare and potentially harsh spotlight on the inner workings 
2,"coca-cola h2 net to miss estimates coca-cola co., said its second-half earnings will decline because of sluggish sales in north america and europe. its shares are traded at the lowest level since may 2003."
3,the greening of ground zero skyscrapers that power themselves through wind and solar energy collected on their roofs are named in the winning designs in a competition aimed at creating a greener modern city.
3,new design for my yahoo adds screen real estate new design for my yahoo adds screen real estate\\yahoo is now allowing my yahoo users to test out the new my yahoo layout. yahoo! lists the new features to be found at the new my yahoo here. jeremy zawodny has some great information on this in his entry named new ...
3,sun to rent cpu time on server farm sun #39;s coo jonathan schwartz has outlined a new direction for his company in the form of a cycle farm. such a farm would rent out cpu time by the hour for a nominal charge - 99 cents for the use of a dual cpu 
3,"kennedy knicknacks to go on the block next year lovers of kennedy lore will get a rare chance at owning some common possessions of late president john f. kennedy and his family in an auction of art, furniture and other effects from their homes."
3,microsoft and sendo settle case a lawsuit in which mobile maker sendo accused microsoft of stealing its technology and customers is settled.
3,"coming to a college near you: services science? san francisco - more than40 years after purdue university established the first department of computer science in the u.s., a whole new field of study is about to emerge in colleges and universities throughout the country, according to a researcher at ibm corp.'s almaden research center, who believes that students could begin to receive doctorate degrees in the field of ""services sciences"" in 10 years time."
3,"microsoft touts 'sender id' to fight spam, scams proposed tech standard would verify senders' ip addresses to cut malicious phishing and annoying viagra pitches."
3,"best software overhauls act best software launched this week an overhaul of its act contact management software, adding to the product line a second version with more scalability and advanced functionality."
3,"india battles the red river dragon india #39;s fear of a downstream deluge in the sutlej river in the northwestern state of himachal pradesh, should a blockage on the peerechu river in tibet burst, highlights the "
3,"fishing just for fun damages stocks, study finds people fishing for sport are doing far more damage to us marine fish stocks than anyone thought, accounting for nearly a quarter of the "
3,"spaceshipone shows what initiative, daring and great personal &lt;b&gt;...&lt;/b&gt; the terms were simple enough. be the first to fly three people or the equivalent weight 62 miles high. do it a second time within two weeks."
3,"zafi worm hides behind christmas cheer a new version of the zafi e-mail worm is spreading christmas wishes along with its malicious code, according to antivirus software companies."
3,"us takes aim at e-mail spammers ftc says tracking them down won #39;t be cheap; rewards of up to \$250,000 needed, commission says. washington (reuters) - members of congress have backed a program encouraging  quot;bounty hunters quot; to track down e-mail spammers."
3,"vodafone targets ipod generation young adults are the prime target of vodafone's first video phones, which supports music downloads and tv clips."
3,"give the e-mail spammer a life-time of internet pop-up messages this may be a calumny on leesburg, virginia, but somehow it doesn #39;t sound like the sort of place we would associate with a liberal judiciary."
3,ibm swipes at security with fingerprint-reading thinkpad ibm has released a biometric thinkpad - the t42 laptop incorporates a fingerprint sensor for managing passwords and controlling access to sensitive documents and data.
3,"sprint, sbc in short-range wireless roaming deal (reuters) reuters - sprint corp. (fon.n) said on  friday\it made a deal that will let it nearly double the number of\places it offers short-range wireless internet connections."
3,"former dot-com hero faces closure by michael liedtke    san francisco (ap) -- commerce one inc. (cmrc), an internet software maker valued at \$20 billion at the peak of dot-com mania, is poised to go out of business as a pauper..."
3,"finding truth on the internet when it comes to covering politics, journalists often fall into the 'he said, she said' trap without taking the time to delve into the details. the nonpartisan factcheck.org jumps into the informational breach. by louise witt."
3,"preserving an old-forest wilderness at the ends of the earth from the ruins of a failed logging venture in chile's tierra del fuego, an effort to manage and preserve the world's southernmost old-forest wilderness is about to begin."
