label,text
4,"is it painful to open your eyes under salt water? i didnt grow up around the water, so i when i got to the beach, i always wonder, does it hurt your eyes more to open them in a chlorine filled swimming pool, or salt warter?"
4,"do you hope for a new winner in the next world cup? i love brazil and germany and i love all the teams that won the world cup before, but i really think it will be awesome if in south africa 2010, there will be a new winner."
4,"france, brazil, germany, argentina, ukraine, italy, portugal or england? "
4,where was geoff hurst of  west ham and england born? might be just north east of london
5,the names of all of muddy waters albums? name all the muddy waters albums
5,"any info on the tigress comic book that stan lee is creating for michelle rodriguez? i watched a repeat of ""icons"" on g4 and stan lee mentioned that he is developing this character for her in hopes of turning it into a motion picture.  what is the story behind this character?  does anyone here know about this female superhero?  i'm intrigued."
5,on americas got talent? how gay can david hasselhoff be? he wanted to see that old man strip.
5,how can i down load my list of songs to paper when there is no print sign? cant  print list to paper
5,how do you download music to the apple ipods? 
5,are foreign movies shown dubbed or subtitled in usa cinemas? 
5,howard stern? 
5,"is fred from scooby doo really gay? he seems like it i mean he wears a scarf,i think thats gay already!? "
5,is it ok for a female to watch prono? if yes are no why?
5,oh no what have i done? i'm naked in the city again!
5,who is the manufacturer of the leather backpack/purse in the movie french kiss? 
5,ok so whats the answer  kentuckybeauty2000  ??????????? 
5,"if you had to evacuate and could only grab 3 things to take with you, what would they be? "
5,"requiem for a dream? what is the difference between requiem for a dream's original movie, and the edited version.  i have never seen the original but i bought the edited version?"
5,whats your favorite cd? any type music-explain and try to persuade me to buy yours
5,"where can i download trance and techno mp3s? especially paul van dyk, dj tiesto, dj quicksilver and chicane"
5,what song is it where the chorus is like you give good loving that i cant ignore? 
5,who here thinks that  led zepplin is gothic music. it isn't and many kids at my school think it is? 
5,"whats ur favorite hard rock group and why? mine would have to be korn and rob zombie. because korn truly cares about their fans and include them in all their albums, and rob zombie just fn rocks! he puts on one hell of a show."
5,can someone give me a few good christian rock songs? any songs are fine
